"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Crbn_78654",516.712631908652,-0.513395603040626,0.116056637450418,-4.42366429287562,9.70407727489819e-06,0.00242802448428949
"Hgf_60131",135.2953228309,0.956953619417871,0.216389111897005,4.42237417136476,9.7622203821049e-06,0.00242802448428949
"Jmjd6_72910",381.048067200016,0.532887214556829,0.12074869792411,4.41319222250947,1.01857483445473e-05,0.00249610750608141
"Wdr35_74905",181.654828753986,-0.814006635311552,0.184725266022957,-4.40657985145568,1.05015605275072e-05,0.00253620296565769
"mt-Nd1_82076",342.973838733277,-1.17997619295074,0.268453255147576,-4.39546241412522,1.10537190049933e-05,0.00260579663781424
"Tnfrsf12a_60668",1166.04174872739,0.946259367775847,0.215327790663009,4.39450646320315,1.11024700723002e-05,0.00260579663781424
"Csnk1g1_72572",122.300154266896,-0.662570751734434,0.1509493636917,-4.38935769936516,1.13685940702666e-05,0.00263119793870726
"Gsn_79720",945.615283255386,0.858582300456308,0.195907771656896,4.38258417823255,1.17279827908894e-05,0.00264101493550515
"Map2k4_70072",163.721379135917,-0.923239877195006,0.210530657573408,-4.38529897657821,1.15826580835772e-05,0.00264101493550515
"Rmi1_56327",377.579360920672,-0.689859667082991,0.157521988035899,-4.37944997828349,1.18979227637191e-05,0.00264355979912819
"Gabrp_62017",743.973791002263,-1.26972812949953,0.290563170921103,-4.36988667722209,1.24311031481582e-05,0.00269028445273906
"Gja1_75237",1723.81801854533,0.70504028499367,0.161331163693878,4.37014318158311,1.24165093828934e-05,0.00269028445273906
"Col4a1_70476",1106.60215244032,1.15716362875302,0.266739496055497,4.33817880690702,1.43668251907089e-05,0.00304135102316748
"Pcbp3_69529",51.4533774856016,0.928876917317962,0.214155612619769,4.33739235668398,1.44183107795386e-05,0.00304135102316748
"Cox4i2_61123",180.995910901271,0.737646464073948,0.170345587830679,4.33029392464897,1.48910445013822e-05,0.00306351068606213
"Shtn1_59104",566.918169018852,-0.525852416023495,0.12137131876297,-4.33259209328068,1.47363988464315e-05,0.00306351068606213
"Agps_72641",351.716968414463,-0.782955633878021,0.181380740018302,-4.31664152323459,1.58421123991339e-05,0.00313893674862878
"Nqo1_29503",119.330933883523,1.47013075990987,0.340373261530692,4.31917229132083,1.56615481379432e-05,0.00313893674862878
"Pomp_80505",621.481875483323,0.678974803675677,0.157377844662486,4.31429725786252,1.60111392002788e-05,0.00313893674862878
"Slc26a4_56472",289.529647710766,2.26326488963435,0.524314330323276,4.31661840758556,1.58437707549401e-05,0.00313893674862878
"Lvrn_57576",49.0257370541836,-1.81444428517814,0.422427289780183,-4.2952818841849,1.74471503005239e-05,0.00338039529811191
"Map2k3_65034",744.480492798151,0.523782499757296,0.122044040931433,4.29174989421703,1.77270553297863e-05,0.00338039529811191
"Ptpru_67779",339.453379903863,-0.695755127017069,0.162173175942466,-4.29019856689432,1.78513433889731e-05,0.00338039529811191
"mt-Nd1_82075",536.974413258535,-2.2666431440458,0.528639926079025,-4.28768814504367,1.80542319818376e-05,0.00338040136792519
"Bbs9_80055",75.7401084489288,-1.01333701831308,0.23774664942644,-4.2622557279261,2.02373661599156e-05,0.00373699585726823
"Cfap46_67839",108.884933472923,-1.01470373839095,0.238171691532416,-4.26038767186082,2.04072625426914e-05,0.00373699585726823
"mt-Cytb_31381",549.920794530679,-1.09224931506561,0.256699854680061,-4.25496662795912,2.0908019676289e-05,0.00378707869440956
"Dapk1_66809",166.778538759061,-0.800782516065712,0.18868719894878,-4.24396843308425,2.1960125715841e-05,0.00393487671966424
"Nbeal1_63407",1213.47524704892,-0.726642477187086,0.171700854090445,-4.23202599099665,2.31595637542505e-05,0.00410534659886624
"Zmat2_63005",402.912347259121,0.67432126027127,0.159426730973975,4.22966246721416,2.34042202887838e-05,0.00410534659886624
"Rab7_56039",1643.5632806949,0.417512140169057,0.0988532545355245,4.22355482508689,2.40478836691906e-05,0.00417431180691034
"Osgin1_30257",211.945014699167,0.842822662859976,0.200739313887091,4.198592924025,2.68578638294376e-05,0.00457117383132389
"Ppig_79520",69.8937788592876,-1.08231497391989,0.257793309822448,-4.19838270692644,2.68828033767248e-05,0.00457117383132389
"Fam151b_54548",139.423640794042,-0.787729816216009,0.188089341716237,-4.18806195517675,2.8134672042136e-05,0.00470508072518077
"Prnp_82119",325.546702108621,0.635912535096342,0.151868638393336,4.18725381239901,2.82350019513969e-05,0.00470508072518077
"Col1a2_31136",313.624264797063,0.674296481648249,0.16124547640456,4.18180092045783,2.89209151720579e-05,0.00472488363163895
"Fam92a_76171",84.0476095324617,-1.3198624006031,0.315586962619773,-4.18224628053884,2.88643051243474e-05,0.00472488363163895
"Mff_64404",404.656802323366,-0.794219080701644,0.1900788437175,-4.17836654079206,2.93610202979064e-05,0.00475021400237196
"AU021092_61815",813.510262430877,-0.842424929956833,0.202083921641309,-4.16868854837498,3.06357273667911e-05,0.00490878616192507
"4930562C15Rik_72379",372.737766572836,-0.86295723530195,0.207262588070572,-4.16359384168318,3.13277182380943e-05,0.00497185806399623
"Aldoa_65660",326.050914423205,0.571935123814578,0.137511171141523,4.1591902611749,3.19377789306868e-05,0.00497393596356043
"Slc9a3r1_31733",2022.16903364224,-0.561101323146253,0.134872164685403,-4.16024555144535,3.17905616936706e-05,0.00497393596356043
"Itpr1_66928",245.096836539616,-0.586535074307161,0.141171747521854,-4.15476244080894,3.25625677850746e-05,0.00501333439466423
"Psip1_30136",250.684658237968,-0.649292221721289,0.156337157805673,-4.15315354861676,3.27924537337015e-05,0.00501333439466423
"Gdpd2_59601",89.777730058847,-1.21491474049484,0.293645874100894,-4.13734653761016,3.51345280937761e-05,0.00532256160140623
"Capns1_74461",2059.18820219628,-0.454954563426042,0.110332407051878,-4.12348987557323,3.73174870135528e-05,0.00536085003098141
"Dach1_76556",156.299282398104,1.24693962907173,0.302000525330166,4.12893198681854,3.64452181213541e-05,0.00536085003098141
"mt-Nd3_82088",241.369496248581,-1.32575522354976,0.320969738915332,-4.13046796258721,3.62025546233061e-05,0.00536085003098141
"Nckap1_57651",604.002554146648,-0.762794621581639,0.184970095030789,-4.12388078978209,3.72541758427208e-05,0.00536085003098141
"Rabl6_73963",199.229657341755,-0.574528564148779,0.139273867553271,-4.1251713206645,3.70458889550989e-05,0.00536085003098141
"Tmem100_57470",406.086320021609,1.04655218806315,0.253622071793044,4.12642393725551,3.68447789893938e-05,0.00536085003098141
"Dck_29617",18.6478721140148,1.76521547321879,0.428775156892784,4.1168790794943,3.8403743137237e-05,0.00542338962405863
"Oxr1_65733",780.933085575937,-0.393474299220321,0.0955722829309487,-4.11703359126209,3.83780154054274e-05,0.00542338962405863
"Ggnbp1_79223",14.0243089167751,1.75267363184948,0.427131641249105,4.10335705105798,4.07198086372347e-05,0.0057021419422763
"Pcdh1_67685",508.295695188396,0.820748545146909,0.200257239021925,4.09847129200184,4.15887807858917e-05,0.0057039188034392
"Slc4a1ap_67273",570.508676070675,-0.461326359178238,0.1125866275285,-4.09752356301335,4.17593671399173e-05,0.0057039188034392
"Sulf1_73848",115.202286747728,-1.21203336107338,0.295672477791875,-4.09924308858581,4.14503500348191e-05,0.0057039188034392
"Gm45753_29904",31.4785739705641,-1.21725583428623,0.297941236186923,-4.08555676906215,4.39712475639159e-05,0.00595721032036662
"Hist2h2ac_80585",155.628004224479,0.648948123993098,0.159111515924268,4.07857420139204,4.5312740524522e-05,0.00608944764597286
"Kcna3_61180",179.123192353512,-0.806031303544638,0.197842809197187,-4.07409956831577,4.61927171880508e-05,0.00615804351377343
"Ttc19_63400",518.095270959684,-0.673851058007776,0.165477977657444,-4.07214946391667,4.65812714859316e-05,0.00616055800032988
"Ptpn13_80492",358.348574663372,-0.701832447160148,0.172481821081186,-4.06902271068786,4.72107458697484e-05,0.00619464463916132
"Adam22_79503",64.0873306528819,-1.00307859753783,0.246767687902468,-4.06487010541787,4.80592201236038e-05,0.00624231153325158
"Gusb_67859",55.3083538946196,1.00548392286548,0.247437211924567,4.06359219393404,4.83232229830445e-05,0.00624231153325158
"Egfl7_76934",2865.68810031978,0.636326583486761,0.156689738835721,4.06106097447713,4.885020998863e-05,0.00626184537885023
"Ptpn1_70837",670.793551563903,0.625112882467618,0.154068251157795,4.05737637553492,4.96270710492197e-05,0.00627310321740786
"Serpina3n_71566",43.1888254398157,1.85554389559165,0.457359911859163,4.05707594277094,4.96909280303551e-05,0.00627310321740786
"Nt5c_33336",18.8427082644204,-1.77678914712861,0.44025849854643,-4.03578614153936,5.44197697662652e-05,0.00681842889763191
"Pkhd1l1_58076",19.3417365415389,-2.59438256182268,0.643403854216527,-4.03227699806347,5.52390233586601e-05,0.00686942600931875
"Fam234b_63536",34.3516069743208,0.999016281682844,0.248072773314095,4.02710974016463,5.64666818819567e-05,0.00691882931530093
"Mcrip1_63863",584.877389135877,0.558707811566149,0.138731307133551,4.02726553299396,5.64292930922444e-05,0.00691882931530093
"Arf1_31811",203.754814819335,4.04773181709266,1.00648753144899,4.02164129272953,5.77940238929944e-05,0.00698768818696647
"Sulf1_80316",898.919389317472,-0.787771758006795,0.195897687561303,-4.02134281324927,5.78673169587958e-05,0.00698768818696647
"Cyp1b1_72511",113.533006776304,1.33912111942495,0.333714585173402,4.0127737261742,6.00094302640567e-05,0.00712161640979353
"Hist1h3a_31343",88.2900448774685,0.971308593394023,0.242113145971132,4.0117961769405,6.02585161894436e-05,0.00712161640979353
"Nrg1_67125",125.867008645711,1.0707205150028,0.266790858714393,4.01333284117141,5.98674027264231e-05,0.00712161640979353
"Kank3_63518",634.570465433007,0.717738745558546,0.179469193722367,3.99923090237349,6.35486576371288e-05,0.00745756923144447
"Calr_69204",846.952247647515,-0.739299400698333,0.185270529299212,-3.99037776539389,6.59681404423015e-05,0.00763397980785077
"Picalm_80276",108.254698030789,-1.13342489773116,0.283972067207093,-3.99132530490961,6.57050796543765e-05,0.00763397980785077
"Galnt5_63601",119.7602512552,-1.11630677798516,0.280066462267543,-3.98586381584942,6.72350688077695e-05,0.0077269323214667
"Ccdc39_66441",188.752352183635,-1.07777117340405,0.270549335743722,-3.98364006491213,6.78676405491029e-05,0.00774620795965925
"Ddrgk1_66329",1299.14904485439,0.573464517989779,0.144206795254699,3.97668166036783,6.98836173415926e-05,0.00792204489374353
"Col4a2_63373",242.236876912019,1.160322846658,0.292076921048065,3.97266186761486,7.10739066824014e-05,0.00800253770915904
"Cct7_62585",983.674059094377,0.353710627901829,0.0891264780020652,3.9686368835716,7.22849310765923e-05,0.00808426907020358
"AI661384_31503",16.119214997733,-1.74199546206362,0.439863663527969,-3.96030771919593,7.48532441433729e-05,0.00817982474573241
"Lrrcc1_66749",192.995010521055,-0.600019294589859,0.151598248572342,-3.95795664026773,7.55936756386696e-05,0.00817982474573241
"Rptor_71994",572.046837643563,-0.496526046364973,0.125303290911242,-3.962593821392,7.41398567712901e-05,0.00817982474573241
"Trim16_61852",357.756561125532,0.901374892564876,0.227730785203821,3.95807221126532,7.55571172791008e-05,0.00817982474573241
"Vps37a_56960",619.787617520317,-0.558238574608899,0.140917980665039,-3.96144318826018,7.44981089112656e-05,0.00817982474573241
"Ehd2_70002",488.068271739105,0.662669718522027,0.167499082363288,3.95625879958414,7.61326820523251e-05,0.00818500008851578
"Ednra_59879",292.9398418085,0.98634095345846,0.249632094714509,3.95117845157885,7.77673079030637e-05,0.00830714371087598
"Nars_30652",1308.13266350154,0.557935618319463,0.141266472558189,3.94952608510588,7.8306077400714e-05,0.00831141703060827
"Cfap77_67359",78.2215197476346,-1.02190201701319,0.2591927021217,-3.94263422020796,8.05915211224248e-05,0.00837798147071288
"Fpr2_31644",69.7896436607758,-1.19469038633185,0.303213069570837,-3.94010188288652,8.14470114171559e-05,0.00837798147071288
"Msln_61916",987.003331648995,-1.42168219364737,0.360646991872674,-3.94203258500848,8.07939966641603e-05,0.00837798147071288
"Nae1_80066",622.04565076632,-0.404066278919536,0.102422936145763,-3.94507611405019,7.97746348083426e-05,0.00837798147071288
"Sclt1_69976",129.008428161519,-0.719996706682633,0.182690293634873,-3.94107805268311,8.1116223843053e-05,0.00837798147071288
"Cdon_64083",26.0056619792362,-1.51910791703427,0.385784950781248,-3.9377065226571,8.22641209431679e-05,0.00838222875212371
"Hbegf_57532",446.803409818163,1.06858254819319,0.271418047274358,3.93703572376319,8.24943300136995e-05,0.00838222875212371
"Ktn1_60029",960.50765369596,0.603934551220602,0.153680055557984,3.92981736652701,8.50104060241544e-05,0.00851719712055091
"Ttc41_71585",42.1538385175343,-1.00824023678027,0.256445838212534,-3.93159134033077,8.43854227674508e-05,0.00851719712055091
"Zfp277_74155",95.0763629812227,-1.02624904314273,0.261209053350788,-3.92884178391985,8.53559721034567e-05,0.00851719712055091
"Nprl3_66089",25.1376562302957,1.15524868487701,0.294303360268314,3.92536695409721,8.6597623575123e-05,0.00858965951938005
"Golga4_79385",536.457342528446,-0.513009355619282,0.130889790047385,-3.91939933155641,8.8769929248445e-05,0.0087530301834088
"Psmd4_73216",198.831993720022,0.536209696902657,0.136923121575821,3.91613695869278,8.99791443502415e-05,0.00878684665680037
"Zbtb25_55165",129.52805189219,-0.784095537277155,0.200247474421731,-3.91563259182889,9.01674734945309e-05,0.00878684665680037
"Col4a2_29932",984.651905784125,1.08913683777714,0.278831534972295,3.90607481999966,9.38074768689604e-05,0.00898395284220895
"Creb5_64227",35.5126107890936,1.55446111066912,0.397802145684701,3.90762374595433,9.3208306050911e-05,0.00898395284220895
"Lrrc71_78040",247.571766731129,-0.72577004477447,0.185749889756956,-3.90724347521338,9.3355070479825e-05,0.00898395284220895
"Col18a1_78364",66.6836952382256,1.07850642531697,0.276247151386095,3.90413591563012,9.45626299810129e-05,0.00900452380573485
"Mfge8_74284",186.116979938102,0.814522321555784,0.208769505385783,3.90153878101419,9.55831445801146e-05,0.00904998591638085
"Tnfrsf1a_71029",861.684617822948,0.53376269510229,0.136861879528363,3.90000997313262,9.61887256775388e-05,0.00905586963101981
"Bbs9_73654",152.423091036281,-0.714071431559198,0.183285855498611,-3.89594401388277,9.78169842378619e-05,0.00915742823224567
"Prex2_80295",97.6948667360891,0.951394057495081,0.244789346291994,3.88658277783145,0.000101665268849057,0.00946452536369101
"Cdc34_73256",510.64964546766,0.489320097397842,0.126456848707875,3.86946300178812,0.000109075331426249,0.00993241160047546
"Hadha_69528",431.268853115477,-0.600901730816979,0.155140122868322,-3.87328383984202,0.000107378646782449,0.00993241160047546
"Papss2_62252",48.8553504803076,0.997129800370228,0.257589887690124,3.870997457671,0.000108390922622314,0.00993241160047546
"Ttc6_63746",83.910733178417,-0.896983913880829,0.231735939929037,-3.87071558324318,0.000108516341675006,0.00993241160047546
"Mtch2_68637",91.232381084081,0.683995172570439,0.17686856557994,3.86725120050398,0.000110069032037113,0.00996842581449154
"Tfdp2_75238",42.0760800640933,-1.24165499791073,0.321269110426793,-3.86484401273823,0.00011116021719805,0.0100128316723692
"mt-Nd2_82077",238.984000567719,-0.969118761545483,0.251272343214886,-3.85684611822441,0.000114859418754701,0.0102904158824104
"Etfbkmt_70099",462.479104576982,-0.750067325879221,0.195007084103743,-3.84635937369428,0.00011988588648141,0.0106833070177872
"C2_63618",104.66158567347,-1.3205462158591,0.34374915829168,-3.84159839815108,0.000122235715794597,0.0108347657872402
"Arhgef18_64375",135.960634134147,0.6944159073824,0.181441721700955,3.8272118500226,0.000129602964869133,0.0114073414458827
"Dnajc13_63158",167.204169602377,-0.911431089527399,0.238214718072695,-3.82609058290539,0.000130194398548451,0.0114073414458827
"Lrrc9_70171",32.2589990395705,-1.31396074510715,0.343515251660853,-3.82504339692144,0.000130749052818266,0.0114073414458827
"Cfhr2_77124",387.677242154538,-0.720204468451517,0.188420537686921,-3.82232466424761,0.000132199474285569,0.0114162637755644
"Mcam_61481",153.154022609922,0.738422751772856,0.193188896044992,3.82228361406901,0.000132221489959429,0.0114162637755644
"Rgs22_79648",33.6176181078983,-1.69307438958852,0.443327491546719,-3.81901511156365,0.000133985555537564,0.0115089448323606
"Pde3b_57646",59.2690436484547,-1.09100030470532,0.286094520464993,-3.81342607657114,0.000137053532608542,0.0117121029096859
"Uhrf1bp1l_78930",189.346302457564,-0.554848969518197,0.145602344020748,-3.81071454068853,0.000138565698931363,0.0117809122805726
"Fntb_58406",105.47880137811,0.878150919518955,0.230524227038698,3.80936498865926,0.000139324159972211,0.011784455444271
"Strbp_77149",479.298396847434,-0.728386583829231,0.191271466245145,-3.80812986969884,0.000140021734155405,0.011784455444271
"Ppp2r5c_63803",89.4670185403774,0.773056446505259,0.203083106358946,3.80660144689187,0.000140889515911165,0.0117979039856465
"Zfp81_81993",38.3162725151149,-1.25775431628109,0.331318624979764,-3.79620770295636,0.000146926413159992,0.0122419087444905
"Cntrl_69772",89.3959791744996,0.809032205640045,0.213251458770619,3.79379447298538,0.000148362492380573,0.0123000625523874
"H2afy_72431",955.739062036295,-0.425652527309377,0.11232479222072,-3.78947976572229,0.000150963106873459,0.0124537089749471
"Mbtps2_31705",140.707084178382,-0.680621317562488,0.179972766490545,-3.78180171830744,0.000155697360238709,0.0127809892168367
"Mfap3l_57239",286.094291989947,-0.614874703540167,0.162697846463922,-3.77924303796188,0.000157305831920307,0.0128497273682353
"Nr3c1_30651",687.014570116736,0.542797329921167,0.143675631167475,3.77793593465031,0.000158133543180384,0.0128543286027215
"Hmgcll1_55548",138.052152434696,-0.801930290722545,0.212390990333813,-3.77572650074355,0.000159541973636617,0.0129058614013621
"Klf2_30857",1046.3993821785,0.630021914731551,0.167044816573848,3.77157416586481,0.000162220926021098,0.013059176382684
"Pcdha11_77740",97.8850611431417,1.07242029424558,0.284661338422926,3.76735492141988,0.000164986362059106,0.0131547020925978
"Smpd2_65826",633.080964305448,-0.468112093407091,0.124244046015253,-3.76768230285757,0.000164770207931694,0.0131547020925978
"Uggt1_66719",1273.28261994802,-0.526160776938743,0.13977621290783,-3.76430843269234,0.000167010643116996,0.013252692175722
"Trim25_58251",48.0617735146836,1.14924881101465,0.305779930180168,3.75841805686039,0.000170991018007543,0.0135042385027379
"Nup98_65724",718.325506653369,-0.597137856551872,0.158977046736306,-3.75612623841439,0.000172563673182267,0.0135641558957986
"Cldn23_70383",38.7526493715113,-0.984027439289395,0.262556688485477,-3.74786658441506,0.000178345069679416,0.0136327625740266
"Ifih1_66340",771.869305568457,-0.681563229148844,0.181777652794041,-3.74943354517332,0.000177234453999647,0.0136327625740266
"Ift74_71672",362.161675755478,-0.642138618729819,0.171229793362764,-3.75015706156578,0.000176723844553044,0.0136327625740266
"Mok_68899",642.401254197427,-0.783848157804887,0.208922926427775,-3.75185323701593,0.000175532215099128,0.0136327625740266
"Ppp4r3b_79887",39.4022412392502,-1.65208692093178,0.440729733514971,-3.74852612678482,0.000177876810278351,0.0136327625740266
"Slc16a7_29290",121.84788416926,-0.74076130310023,0.197597368948636,-3.74884193570808,0.000177653002991498,0.0136327625740266
"Igf1r_30022",200.868344217442,-0.732563889440989,0.195613421491967,-3.74495719083913,0.000180424537851041,0.0137287420034235
"Ykt6_29834",754.183154294583,0.479312454303374,0.128240074915522,3.73761832733739,0.000185771668232299,0.0140713594519228
"Socs3_79479",183.282928939085,0.825893426376331,0.221065579440407,3.73596571871094,0.000186996144376413,0.0141000169678215
"Zfp426_73412",78.3747171507684,-0.820584246025781,0.219718786883854,-3.7347022421872,0.00018793741167896,0.0141071577847666
"Ccdc12_77305",717.491268577104,-0.485742239733158,0.130222790051316,-3.73008625864756,0.000191414227737495,0.0141357523448385
