"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gm43302_29203",56.6452851038629,4.54172526572636,0.430780262782258,10.5430207883549,5.47126996719527e-26,7.53497873829273e-24
"Jpt2_30427",291.533113434371,1.48944652462294,0.142068071221135,10.4840342507681,1.02285280882462e-25,1.39711632838144e-23
"Cxcr2_55551",146.616241843575,3.34808305334718,0.320236437854805,10.4550346480721,1.38947983967293e-25,1.88246276815526e-23
"Ddx58_80748",140.495631382321,2.60368080287806,0.249202021591777,10.4480725567435,1.49533249789283e-25,2.0095339310392e-23
"Cd14_53964",66.4169957985849,4.09652250182964,0.392204402779058,10.4448661789688,1.54673377635182e-25,2.06198173193014e-23
"Ptpn2_60750",334.294876472941,1.55129532530158,0.148580521593257,10.4407718364881,1.61492276997459e-25,2.1357994475283e-23
"Bst2_79864",187.952583164227,2.2372860354374,0.214402960722635,10.4349586773276,1.71688440047974e-25,2.25276863382633e-23
"Stxbp4_69034",552.989540751193,-1.55347316277099,0.148985543577611,-10.4270060400977,1.86677821783385e-25,2.43031189234244e-23
"Tgtp1_30267",668.120321418364,3.99619845444021,0.383841796965366,10.4110560289004,2.20759038248814e-25,2.85172760726995e-23
"Mvp_60034",805.845037872951,1.4387104442177,0.138214727341133,10.4092412718564,2.25007766699562e-25,2.88425340329346e-23
"Plac8_55919",828.337550827597,2.52475480775485,0.242731701440536,10.4014217869822,2.44261032849979e-25,3.10714950489469e-23
"Sdc4_72308",1053.1932509526,1.71210609192172,0.164680163992494,10.3965532363676,2.57064068880867e-25,3.24523912411421e-23
"Scrn3_70196",479.435246795548,-1.29556109131405,0.12494405495763,-10.3691295416448,3.42631526319804e-25,4.29294116886708e-23
"Myd88_81931",1016.71431757609,1.66827924254991,0.161866269595766,10.306528016715,6.58369735748259e-25,8.18736811679775e-23
"Mitd1_67240",511.768824613898,1.40669765734398,0.136623217945309,10.296183024375,7.33127969486814e-25,9.04951443224317e-23
"Wfdc17_62673",461.571307149349,2.93229017349068,0.285139656673001,10.2836981979446,8.3462272084422e-25,1.02265831030501e-22
"Adar_60088",253.68837521861,1.93073840502636,0.188608080253,10.2367745986092,1.35684487651014e-24,1.64771962521319e-22
"Cebpd_68861",2318.1014725716,2.54404778941218,0.248533717677817,10.2362279580516,1.36453017450444e-24,1.64771962521319e-22
"Nfkbib_31167",434.087914667379,1.47902583905224,0.144556678985607,10.2314597252161,1.43342251612601e-24,1.71845703659884e-22
"Arg2_81876",131.73625614565,2.78600711968286,0.272808576227515,10.2123150166636,1.74647361066614e-24,2.0788025891529e-22
"Ifit1bl1_54956",114.679743399898,3.67225671176332,0.35963345342709,10.2111098863827,1.7683041354693e-24,2.08985958251493e-22
"Gadd45b_66292",1008.6191413121,1.31258666999374,0.129054534984971,10.1707907447545,2.67726285850024e-24,3.14182452634141e-22
"Timp1_30249",602.89681122775,3.20938340931183,0.31580832643018,10.1624407614261,2.91681469571609e-24,3.39900699925965e-22
"Irf1_64859",1357.53176347987,2.35550481490542,0.232262505661696,10.1415629190548,3.61272553512285e-24,4.18072627203384e-22
"Vcam1_31980",906.922364422669,2.27318295483348,0.224487370447539,10.1261062050023,4.23166346931565e-24,4.86320276225352e-22
"Parp12_58470",538.061725474816,1.83491973727514,0.181480087533599,10.1108598866828,4.9448343792196e-24,5.6438849380353e-22
"Iigp1_30403",962.771740499266,3.91520353804652,0.388186491826724,10.0858829982012,6.37890492462471e-24,7.23116133768342e-22
"Cd40_30424",264.191846592892,2.25655689138397,0.223811664955295,10.0823917816558,6.6097250712249e-24,7.44219314776295e-22
"Serpina3n_71566",43.1888254398157,4.35960573889259,0.432912575726238,10.0704067826606,7.46686144530909e-24,8.35085765937118e-22
"Gm5431_66874",205.047562068152,2.60848011938894,0.259188301704508,10.0640349206917,7.96647980389403e-24,8.85022796347268e-22
"Atf3_29935",64.0773072326576,3.1490327455714,0.313502946622944,10.044667137878,9.69745188325926e-24,1.07018767008366e-21
"Ccl2_30705",370.353805825555,5.7621244814247,0.578959647376794,9.95254938324682,2.4580412814028e-23,2.69478946798001e-21
"Gm4070_82176",865.540587554925,2.38811288822905,0.240191576225672,9.94253389629822,2.71823213345241e-23,2.94133897869162e-21
"Irak2_68853",387.443285643295,1.33357546138239,0.134125584176261,9.94273739475289,2.71268341330357e-23,2.94133897869162e-21
"Pnp_30658",194.539442265335,1.52503078272724,0.153419848309895,9.94024436555828,2.7814397688514e-23,2.99031692310579e-21
"Igtp_30275",784.538635475508,3.99672448125005,0.403160470627303,9.91348302335119,3.63739809140974e-23,3.88548729456743e-21
"Ptpn1_70837",670.793551563903,1.58616817637652,0.160223348570813,9.89973178394462,4.17392937496123e-23,4.43021395569134e-21
"Oas1g_64037",268.401292855435,3.29246945317526,0.333832822846065,9.86262951948696,6.04452959442165e-23,6.37506589629382e-21
"Vcam1_80236",429.97687816182,1.99996152966562,0.203035647562977,9.85029749047038,6.83413901847178e-23,7.16252154740967e-21
"Herc6_79363",102.85654277636,3.19342428740184,0.324239179832324,9.8489771934819,6.92450352635499e-23,7.21187042269872e-21
"Cxcl1_29501",439.012713445919,5.41608843586037,0.552367822231975,9.8052207566606,1.06912971035383e-22,1.10658245300225e-20
"Ifi47_70775",77.0975998571745,3.47421273254476,0.354346538210271,9.80456236454933,1.07612459098131e-22,1.10694692494522e-20
"Btg1_64054",782.483636562947,1.39142195097393,0.142306280588836,9.77765665167056,1.40424031112677e-22,1.43559880641819e-20
"Pnp2_33339",302.984437494751,1.68553155822731,0.172801924948794,9.75412489604371,1.77121637328817e-22,1.79972863685817e-20
"Il1b_30437",228.263857119426,4.76440190015092,0.488855389048234,9.74603534478134,1.91813505498415e-22,1.93720015492459e-20
"Bcl7a_63334",1180.90243087832,-1.45475043151905,0.149304748071428,-9.74349744606308,1.96666622737317e-22,1.97424855499678e-20
"Slfn5_67218",966.80854862862,2.12361819633119,0.218234326091598,9.73090821395281,2.22596540030208e-22,2.221166912014e-20
"Ddx58_76804",345.063476032987,2.14934896060841,0.220935613378628,9.72839519957778,2.28164017415759e-22,2.26316975370013e-20
"Ifih1_66340",771.869305568457,1.78903602391309,0.184001607442973,9.7229369285133,2.40735785413658e-22,2.37374031250485e-20
"Rgs16_60383",32.0710028300907,3.76786399548966,0.38809136105826,9.70870360323232,2.76835616766257e-22,2.71364042223113e-20
"Ncoa7_65357",147.056898987969,1.66953323588083,0.172483234953682,9.67939426883522,3.68895084990042e-22,3.59489338963396e-20
"Sp110_71413",372.436746318197,1.90963642730874,0.197402754937873,9.67380839193329,3.89603720948488e-22,3.77462581737535e-20
"Slfn4_79582",451.59804435603,6.37425005917934,0.65958281511937,9.66406327312475,4.28522154293184e-22,4.12768391857897e-20
"Acod1_54942",499.078865049739,8.19441060959235,0.85031188936741,9.63694699798752,5.58235372172066e-22,5.34622657579041e-20
"Tap2_68940",1374.67307985245,2.06059777260638,0.213863994671512,9.63508502574913,5.68449203839871e-22,5.41293573302149e-20
"Ifi44_29813",743.434393930177,4.18281332925195,0.435163117319604,9.61205847365022,7.11128592701465e-22,6.73309481180523e-20
"Tor1aip1_73280",445.074183562129,1.62343764359568,0.168988192394091,9.60681110671761,7.48306262735455e-22,7.04507093910939e-20
"Serpina3n_29367",81.7192566193622,4.03369700546519,0.420759260290819,9.58670999344661,9.09385670442962e-22,8.51348472598962e-20
"Car13_58808",84.3942821258627,2.3501715313952,0.245902826568595,9.55731808450611,1.20847682449117e-21,1.12503116219669e-19
"Cxcl2_63751",604.605498303596,6.14771686659319,0.643634844607712,9.55156004697066,1.27757747229448e-21,1.17621828719974e-19
"Parp10_69190",131.681625086214,2.33660552696814,0.244620440356478,9.55196353813717,1.27261045827907e-21,1.17621828719974e-19
"Trim25_58251",48.0617735146836,2.78998752832783,0.292657249573802,9.53329375025188,1.52370489535738e-21,1.39511089979315e-19
"Bst2_29565",81.1894833708324,2.68680965141948,0.282671857134344,9.50504828693482,1.99955223321899e-21,1.8207944488722e-19
"Ikbke_74258",167.622081593589,1.94638845690597,0.205536198192018,9.46980859832584,2.80356933609375e-21,2.53905866394925e-19
"Slc39a14_63214",151.593778838537,3.09320454513056,0.327735833331565,9.43810297972883,3.79589193982677e-21,3.41917531271748e-19
"Hk2_69990",583.213049848253,1.60087434427859,0.171433824924007,9.33814750378596,9.80342784003932e-21,8.78302803905459e-19
"Tap1_71928",291.840671936952,2.52062247393091,0.270571303190046,9.3159268710786,1.20892339040812e-20,1.07729943196583e-18
"Oas1a_62845",245.254894210969,2.98296748115902,0.320543962546512,9.30595434542361,1.32794343845064e-20,1.17706646055007e-18
"Helz2_58307",83.4823745474771,2.2154711381516,0.238151920879585,9.30276409263898,1.3684108385157e-20,1.20651842396961e-18
"Hif1a_68715",958.670253941995,1.07770417666211,0.116153634012264,9.27826482422682,1.72260914394846e-20,1.51081888288195e-18
"Pnp_75513",1211.61979246139,1.67375238536366,0.18058768763188,9.26836379219571,1.89023216191826e-20,1.64915333749769e-18
"Nfkb2_30535",199.683458775502,1.89870827707986,0.204965743101172,9.26353959618824,1.97765062281845e-20,1.71643593638784e-18
"Ppp1r14c_67602",3540.04592836578,-1.28104295888056,0.138309508601192,-9.26214670152854,2.0036265396498e-20,1.72997060397535e-18
"Csf1_66545",384.883262325018,2.21920161490402,0.239647278671369,9.26028297591161,2.03891126411424e-20,1.75136171676287e-18
"Tap2_68695",326.728703954727,2.26950053331157,0.246482345769497,9.20755815685857,3.33627858223355e-20,2.85106391253025e-18
"Casp4_65759",697.2230839372,2.30951232496576,0.251340862829294,9.18876580182004,3.97374312943363e-20,3.37849262800418e-18
"Pml_73081",155.535392681053,2.36045733310834,0.257028829205771,9.18362870189404,4.16803877073672e-20,3.5256953337846e-18
"Msr1_75588",89.9346472864046,2.55274521662177,0.279026027853851,9.14877094533581,5.75849448846824e-20,4.84644202807246e-18
"Plek_72418",1222.94188464589,1.67699543294328,0.183323585388986,9.14773420662128,5.81401383511208e-20,4.86857922353305e-18
"Txn1_80289",1396.82188883609,1.10971234664322,0.121731136205497,9.11609290140768,7.78814923189979e-20,6.48908594001891e-18
"Fas_71532",165.147536574698,2.69699056266646,0.295918147943968,9.11397486570216,7.94177101170585e-20,6.58416279298838e-18
"Clec4e_76196",553.202394466481,3.56626551985851,0.391510130695244,9.1089993342587,8.31452874847959e-20,6.85907460716158e-18
"Sele_29128",47.6977857519348,3.27545923690397,0.35971587666031,9.10568437321737,8.57242466461316e-20,7.03698938971004e-18
"Mx1_70428",127.61148608566,5.69662105991865,0.626649478538271,9.09060209099137,9.84921035679907e-20,8.04545300910293e-18
"Ccl7_30624",202.916598245244,5.51517606106514,0.606887056451206,9.08764819160146,1.01204406867124e-19,8.22668407821344e-18
"Aida_80771",1684.01877865694,1.59237677182308,0.175285003674836,9.08450088963138,1.04175542570558e-19,8.42709340483389e-18
"Irak2_68753",535.497355201996,1.14160317289365,0.126208019738674,9.04540912104828,1.49105756929273e-19,1.20033735916397e-17
"Atf3_72119",114.421522116413,2.74401995862662,0.303439123061241,9.04306580820436,1.52338104976242e-19,1.22046258717505e-17
"Sp140_78080",452.981563984075,2.08110377228437,0.230394804125498,9.03277215900566,1.67376909913672e-19,1.33453053913944e-17
"Mov10_71809",166.546438257911,1.69924406639704,0.188317969522722,9.02327096401716,1.82555320045722e-19,1.4486199301152e-17
"Gadd45b_31606",1343.74138011201,1.30009598627919,0.144456003674269,8.99994429591689,2.2583223497559e-19,1.78353950883092e-17
"Rnd1_56616",609.530937944363,2.58117036600367,0.288011471232938,8.96204014011675,3.18725784507241e-19,2.50530494010786e-17
"Atp1b3_63022",1818.36849078642,1.28878410487651,0.143946664115187,8.95320577797633,3.45305340630972e-19,2.70148741609132e-17
"Vcan_79994",49.7409054535331,3.34069255453369,0.373162498576128,8.95238017560913,3.47898428802325e-19,2.70905580259904e-17
"Ogfr_58027",124.364493762131,1.93345673527322,0.217400599153162,8.89352072995471,5.92026119927721e-19,4.58861547091886e-17
"Dll1_30730",92.8388811644969,2.01743683577268,0.22808801413794,8.84499276911855,9.15342378381123e-19,7.06169694136252e-17
"Ifitm3_68183",1395.82200670489,1.67729607233218,0.189660286169176,8.84368628884193,9.26113963623494e-19,7.111872391623e-17
"Herc6_66704",106.679702007203,3.01880245941876,0.341666768241052,8.83551676670216,9.96365884897986e-19,7.61625738804589e-17
"Bcl3_75627",35.0272820070487,3.55790200642187,0.403298397399312,8.82200878893932,1.12424426000354e-18,8.5545234468945e-17
"Oasl1_29900",94.3084228341353,5.74330729879342,0.651349961933782,8.81754453741305,1.16997064393158e-18,8.86199582294355e-17
