ID_REF	GSM1150937	GSM1150938	GSM1150939	GSM1150940	GSM1150941	GSM1150942
10700001	5786.6	5830.08	5637.34	5313.33	5557.04	5469.9
10700002	192.92	206.86	220.83	183.12	177.16	198.64
10700003	1820.98	1795.79	1735.7	1578.02	1681.58	1632.2
10700004	66.95	65.61	64.41	60.19	60.41	60.67
10700005	770.07	753.41	731.2	684.53	657.25	667.66
10700006	5.8	5.35	5.48	5.58	5.39	5.35
10700007	8.01	6.75	7.01	7.06	6.76	6.74
10700008	5.49	4.46	4.49	4.74	4.05	4.3
10700009	534.35	549.35	589.37	450.04	455.08	523.15
10700010	13.61	12.82	13.72	12.38	12.36	12.4
10700011	47.12	51.29	53.09	44.84	43.74	47.18
10700012	35.34	32.95	34.53	31.43	31	31.85
10700013	3095.38	3032.31	2792.23	2894.7	2887.29	2882.09
10700014	1667.3	1546.08	1502.24	1420.62	1425.05	1446.65
10700015	560.08	557.76	592.63	456.45	453.89	524.28
10700016	5.95	5.3	5.53	5.5	5.44	5.48
10700017	126.89	129.95	136.5	115.1	114.32	125.19
10700018	4.77	4.6	4.54	4.57	4.56	4.44
10700019	6.63	6.19	6.33	5.99	6.14	5.91
10700020	4987.84	5371.09	5089.82	5050.81	4975.07	5216.62
10700021	4.75	4.72	4.82	4.54	4.53	4.75
10700022	537.96	487.88	471.91	422.36	367.73	478.74
10700023	37.3	37.23	40.09	35.96	33.74	35.21
10700024	5.28	4.99	5.02	5.03	4.95	4.96
10700025	4.83	4.72	4.8	4.77	4.72	4.68
10700026	345.76	390.73	405.98	326.15	321.94	362.67
10700027	320.91	313.93	309.08	263.85	283.2	285.56
10700028	12.57	12.11	12.03	12.05	11.55	11.24
10700029	8008.96	8345.02	7428.73	8602.26	8108.39	8044.57
10700030	235.37	264.3	268.11	217.06	218.73	239.95
10700031	96.56	103.74	104.18	91.33	90.39	97.52
10700032	529.2	556.36	579.35	452.11	452.93	516.18
10700033	9.11	8.7	8.65	8.69	8.42	8.6
10700034	708.49	744.91	778.55	604.08	614.96	699.8
10700035	7.35	6.83	6.89	6.84	6.48	6.56
10700036	5.25	4.93	4.98	4.91	4.93	4.92
10700037	18.11	18.46	19.02	16.37	16.79	16.94
10700038	285.02	307.57	322.32	263.1	271.25	294.9
10700039	117.25	130.39	140.75	107.74	111.58	121.44
10700040	820.31	801.83	743.7	775.97	716.39	724.27
10700041	9.23	8.68	9.11	8.74	8.65	8.17
10700042	10352.56	10308.88	9333.48	10389.22	10022.81	10114.24
10700043	293.51	323.82	334.63	264.26	276.74	301.01
10700044	52.97	55.66	56.62	47.95	48.96	51.51
10700045	1425.65	1390.03	1314.05	1282.46	1262.44	1284.51
10700046	494.73	530.2	558.7	441.23	438.78	496.35
10700047	83.16	88.27	95.2	77.2	77.6	83.41
10700048	5.76	5.19	5.21	5.3	5.19	5.14
10700049	5.05	4.8	4.93	4.87	4.81	4.79
10700050	5.5	5.21	5.29	5.13	5.09	5.13
10700051	361.32	398.09	404.8	336.33	335.07	371.33
10700052	24.94	25.89	26.42	24.86	24.47	25.25
10700053	243.34	264	273.46	222.02	224.87	250.59
10700054	20.03	19.91	21.36	18.95	19.25	19.54
10700055	847.45	823.06	798.59	737.99	770.8	749.7
10700056	6.64	5.81	6	6.35	6.06	5.93
10700057	5.19	4.59	4.67	4.4	4.36	4.87
10700058	10622.97	10826.66	10313.88	10228.45	10504.36	10271.08
10700059	49.86	47.7	47.29	45.2	44.51	44.25
10700060	184.2	202.31	212.31	175.46	177.46	188.03
10700061	583.59	616.57	648.05	513	514.12	575.14
10700062	1246.44	1152.54	1130.62	1068.52	1096.74	1082.24
10700064	161.35	150.04	141.68	128.56	136.5	126.78
10700065	296.63	284.04	280.58	227.95	255.74	254.67
10700066	66.63	65.4	63.91	58.53	58.98	56.64
10700067	265.45	267.65	244.13	213.49	240.6	235.44
10700068	781.33	714.12	637.05	596.48	571.78	630.63
10700069	523.18	585.49	630.22	492.37	581.9	497.1
10700070	121.02	139.63	138.75	141.99	175.18	136.03
10700071	182.27	236.65	240.92	175.07	206.2	213.37
10700072	86.03	58.42	54.37	74.78	77.75	93.8
10700073	232.56	151.68	196.48	283.03	208.7	212.86
10700074	86.86	61.83	69.8	23.06	38.48	35.8
10700075	3159.76	3522.05	3317.31	3071.23	3089.16	3346.41
10700076	52.98	50.28	45.71	57.56	55.53	45.06
10700077	7.83	8.16	5.72	5.03	5.43	7.01
10700078	67.22	67.52	61.18	57.39	77.23	86.17
10700079	2405.3	2541.03	2366.11	2168.38	1900.28	2307.48
10700080	693.78	636.36	619.6	786.31	615.94	627.39
10700081	1010.21	1001.92	904.95	622.82	752.38	696.98
10700082	430.84	526.73	461.02	366.44	332.12	449.63
10700083	271.68	244.83	308.8	331.37	323.42	362.39
10700084	86.48	74.51	63.4	40.79	72.8	59.99
10700085	162.08	155.49	159.31	144.43	154.87	174.89
10700086	1207.33	1204.9	1238.35	1236.72	1124.21	1185.93
10700087	296.38	366.26	355.36	330.11	293.12	291.24
10700088	270.55	242.16	255.59	221.2	221.67	240.09
10700089	29.67	31.99	41.52	43.39	26.04	28.7
10700090	121.85	114.15	126.54	102.55	103.01	122.28
10700091	73.08	62.44	57.69	51.41	96.52	82.99
10700092	24.46	24.18	14.36	20.07	21.73	24.01
10700093	2619.18	2703.66	2663.86	2684.24	2502.41	2509.01
10700094	98.69	75.05	79.78	111.2	71.69	95.13
10700095	88.69	78.99	106.31	59.67	98.5	103.49
10700096	21.34	22.4	17.42	19.79	25.51	9.94
10700097	123.31	102.53	105.62	84.32	97.19	85.99
10700098	691.07	693.29	709.67	645.67	670.79	636.85
10700099	59.52	45.81	32.08	51.07	50.03	44.82
10700100	250.76	220.07	199.23	290.81	260.98	254.73
10700101	868.92	851.52	749.69	667.09	750.61	642.23
10700102	304.99	307.79	310.17	297.68	318.83	324.21
10700103	426.73	337.42	428.97	311.44	355.31	267.83
10700104	83.99	51.99	63.94	47.82	62.99	64.38
10700105	808.92	1036.28	955.72	814.12	876.03	908.9
10700106	635.45	703.21	713.77	592.16	592.68	588.88
10700107	375.02	308.56	397.53	377.62	425.63	393.25
10700108	3069.1	3014.91	2793.97	3012.82	2888.89	2944.49
10700109	70.8	54.66	41.95	50.76	41.81	31.07
10700110	166.5	117.63	79.92	135.63	91.95	109.64
10700111	617.81	437.59	550.01	401.55	440.22	420.84
10700112	426.11	516.44	511.44	401.28	350.71	417.68
10700113	1616.66	1727.18	1455.4	1346.13	1396.69	1383.01
10700114	1995.87	2069.55	2023.73	2172.14	2020.78	2017.71
10700115	2266.26	2463.85	2218.39	2191.04	2369.06	2131.86
10700116	330.32	372.24	322.88	315.07	355.34	336.48
10700117	36.38	21.01	18.84	24.03	22.66	17.07
10700118	43.31	45.47	37.73	31.44	24.52	35.21
10700119	225.77	211.98	210.27	282.81	190.54	212.95
10700120	1479.2	1576.49	1462.99	1332.94	1408.75	1411.19
10700121	612.45	603.53	617.91	499.25	629.19	618.86
10700122	294.76	251.04	235.02	239.5	245.42	301.06
10700123	4869.3	4627.77	4450.96	4826.63	4555.84	4733.86
10700124	3665.51	3598.55	3342.24	3592.82	3646.51	3322.84
10700125	267.9	315.74	322.21	343.87	346.28	294.34
10700126	53.02	34.75	38.79	48.26	59.54	40.92
10700127	114.56	99.17	115.4	105.79	87.71	84.76
10700128	246.83	148.83	223.88	192.48	161.83	177.7
10700129	197.58	171.15	142.9	174.45	146.37	155.13
10700130	83.63	95.13	107.43	113.07	81.08	89.5
10700131	231.01	211.33	160.9	201.1	191.04	165.03
10700132	49.86	49.29	44.58	31.7	54.61	49.26
10700133	87.38	62.3	52.03	62.6	41.46	80.95
10700134	208.41	150.08	189.95	101.28	105.64	116.36
10700135	82.02	89.07	79.05	82.98	72.54	67.44
10700136	321.42	263.74	204.17	230.72	172.24	243.41
10700137	211.29	213.52	163.22	212.57	209.02	196.89
10700138	1238.52	958.38	962.03	1363.12	1375.84	1259.56
10700139	309.18	229.86	299.26	310.79	258.8	286.34
10700140	252.76	287.93	264.22	292.65	339.87	299.14
10700141	278.37	228.08	200.03	249.04	215.19	222.5
10700142	974.6	905.4	928.55	1233.21	1159.35	1151.9
10700143	27.02	15.97	16.04	13.36	20.61	24.13
10700144	377.75	418.25	348.08	420.03	366.08	327.45
10700145	867.28	700.81	809.11	1075.66	830.18	880.65
10700146	11.83	11.28	10.33	11.23	14.53	11.14
10700147	35.8	39.88	28.71	40.9	37.74	34.12
10700148	134.09	129.96	136.47	103.94	162.65	124.38
10700149	204.52	238.85	237.03	327.24	308.47	226.3
10700150	2818.87	2852.08	2840.84	2534	2701.04	2542.44
10700151	522.02	523.84	471.98	403.97	403.93	376.81
10700152	24.75	27.98	11.36	23.68	20.95	15.99
10700153	231.23	206.32	203.78	167.41	194.06	180.35
10700154	117.31	85.55	107.98	68.79	102.3	96.74
10700155	444.07	426.46	350.14	456.66	352.24	463.39
10700156	53.55	51.58	37.12	54.91	52.68	28.9
10700157	147.21	156.81	143.62	156.92	140.03	148.8
10700158	2313.24	2426.73	2134.23	2146.4	2164.92	2305.56
10700159	830.78	758.79	731.07	713.99	763.62	683.58
10700160	4831.65	4705.39	4840.03	4574.19	4757.54	4636.11
10700161	2527.68	1535.4	2137.04	1973.03	3483.21	2158.18
10700162	189.44	213.31	208.9	218.82	191.55	193.89
10700163	1620.36	1474.8	1517.63	1434.17	1554.46	1595.95
10700164	163.81	157.64	181.02	189.47	176.07	145.55
10700165	656.09	604.82	552.43	474.6	562.56	494.36
10700166	511.06	562.63	500.04	810.78	624.11	647.26
10700167	97.91	105.99	105.69	81.07	86.7	89.34
10700168	41.05	35.03	23.63	22.1	32.63	28.45
10700169	1410.22	1631.07	1642.87	1353.8	1499.33	1572.45
10700170	214.57	137.07	262.89	178.49	182.9	193.41
10700171	12	19.56	15.51	17.55	15	15.56
10700172	204.96	237.48	185.15	196.6	179.45	161.96
10700173	99.24	77.61	95.32	108.64	108.84	86.68
10700174	14.08	8.64	10.47	16.07	12.66	8.15
10700175	153.35	114.89	166.96	122.46	88.65	119.96
10700176	82.47	82.15	75.38	103.31	70.18	52.85
10700177	220.47	185.01	174.66	178.02	138.28	148.4
10700178	324.42	258.91	317.66	194.97	184.52	242.39
10700179	106.2	133.32	100	107.77	131.22	132.74
10700180	3321	3591.82	2847.14	3233.32	3492.39	3034.2
10700181	167.16	178	127.8	106.53	147.02	132.76
10700182	1110.58	981.54	985.46	1069.19	981.19	938.04
10700183	7835.99	8145.01	7930.52	7799.68	7721.15	7989
10700184	20.27	12.33	15.66	12.19	17.46	11.83
10700185	3123.83	3328.83	3111.73	3075.49	3034.62	3443.83
10700186	657.84	891.64	892.99	690.69	904.85	927.7
10700187	556.94	403.42	464.48	385.89	374	421.46
10700188	2341.15	2388.35	2369.55	2619.54	2553.04	2300.13
10700189	141.38	133.41	112.04	168.58	130.74	138.39
10700190	667.11	656.1	652.08	741.58	611.13	647.37
10700191	208.08	166.07	221.97	180.71	163.55	175.61
10700192	655.45	766.46	790	881.62	662.61	784.62
10700193	597.79	503.52	483.71	441.31	437.04	436.01
10700194	169.77	192.08	136.56	103.92	173.62	102.79
10700195	68.59	37.15	46.96	33.47	35.83	42.12
10700196	323.46	377.17	290.37	248.45	308.04	329.34
10700197	230.62	249.16	174.01	196.21	177.44	221.27
10700198	57.49	64.18	73.49	38.96	60.46	48.31
10700199	132.03	92.15	97.58	74.65	74.34	83.13
10700200	62.36	71.76	73.09	50.49	45.22	70.49
10700201	81.04	116.01	110.13	100.04	52.6	98.36
10700202	4.52	4.36	4.53	4.68	4.3	4.52
10700203	316.39	331.4	257.18	267.25	259.38	248.13
10700204	175.23	132.38	162.91	179.94	168.49	143.17
10700205	78.09	67.77	51.08	62.69	61.75	31.34
10700206	305.12	233.39	262.37	266.67	212.61	294.08
10700207	139.53	139.91	146.09	134.62	167.51	108.87
10700208	426.89	513.27	381.87	404.64	406.74	374.59
10700209	847.93	943.36	840.21	806.64	802.77	820.6
10700210	1902.92	1880.76	1772.54	2020.22	1819.09	1890.04
10700211	656.67	610.47	660.01	641.27	614.18	630.42
10700212	225.25	202.9	222.75	257.05	204.52	149.1
10700213	206.31	158.49	175.3	191.32	121.13	217.91
10700214	265.11	308.5	248.28	289.98	271.85	260.64
10700215	481.93	502.68	573.68	506.49	519.67	575.84
10700216	85.41	76.19	72.38	75.04	72.44	84.29
10700217	462.05	552.93	513.05	526.81	525.41	598.47
10700218	59.69	45.49	69.77	66.42	44.76	63.61
10700219	94.17	82.11	63.64	55.53	92.42	84.46
10700220	23.78	16.76	15.91	25.58	23.14	16.24
10700221	358.42	323.55	344.78	403.58	345.8	403.31
10700222	146.74	141.43	151.78	135.98	149.67	122.46
10700223	2261.71	2412.65	2485.64	1956.96	2259.21	2141.05
10700224	791.34	677.93	555.95	683.24	699.74	571.93
10700225	115.27	76.85	89.66	123.68	101.37	88.35
10700226	403.26	498.1	391.34	392.97	432.41	420.31
10700227	56.67	72.05	43.65	52.44	39.02	45.81
10700228	18.84	25.85	30.46	24.44	14.1	16.98
10700229	37.01	36.55	27.74	29.43	56.8	43.68
10700230	935.46	1109.43	1075.8	983.93	1087.58	1026.42
10700231	3465.63	3924.52	3739.42	4094.3	4173.09	3560.34
10700232	436.74	368.49	377.68	330.91	314.42	338.39
10700233	83	92.92	88.25	124.04	90.37	81.43
10700234	145.35	155.16	112.38	107.66	103.29	77.72
10700235	66.38	57.6	42.97	69.84	62.49	78.79
10700236	53.14	51.32	48.38	29.26	30.12	48.93
10700237	296.42	327.15	258.92	378.54	267	329.17
10700238	5292.74	5387.13	5391.23	5685.22	5212.65	5773.38
10700239	292.11	284.13	299.75	281.08	272.21	284.11
10700240	179.22	134.21	155.55	173.87	139.27	138.94
10700241	1296.22	1125.93	1112.43	1025.07	1072.97	1110.35
10700242	196.49	181.72	192.22	187.5	145.96	188.61
10700243	15.58	11.03	13.75	23.9	12.19	11.95
10700244	150.65	83.99	100.97	140.23	104.14	55.62
10700245	134.73	100.06	103.88	121.12	139.93	113.17
10700246	162.61	90.88	121.29	72.62	120.19	93.94
10700247	1534.98	1450.16	1542.98	1518.68	1643.89	1407.48
10700248	110.2	91.64	71.05	79.03	62.4	79.8
10700249	735.42	731.3	706.79	366.08	493.27	513.95
10700250	1283.88	1275.81	1386.18	1453.48	1293.98	1231.5
10700251	58.71	84.13	75.78	78.52	93.47	85.86
10700252	269.71	199.25	174.34	157.47	193.42	187.8
10700253	364.6	375.73	236.07	222.36	284.3	237.5
10700254	156.5	121.71	133.76	121.22	105.21	117.93
10700255	24.13	42.47	44.38	49.13	23.86	39.68
10700256	498.86	476.28	444.17	438.49	406.47	450.8
10700257	260.55	209.4	201.88	121.82	213.29	174.06
10700258	2869.53	3199.43	3008.02	2932.67	3077.83	3189.69
10700259	151.67	136.37	164.66	148.06	151.04	135
10700260	106.44	79.72	97.34	123.84	104.14	92.67
10700261	352.29	354.15	408.06	417.54	366.51	371.1
10700262	23.73	31.54	22.06	19.98	21.93	23.57
10700263	374.77	364.88	308.43	287.51	309.77	343.17
10700264	9939.1	10813.16	11302.86	11009.03	11055.68	10540.09
10700265	77.28	91.91	78.12	46.91	61.03	59.58
10700266	462.01	490.18	455.21	423.3	356.09	416.52
10700267	40.74	19.01	23.56	26.72	25.41	22.05
10700268	1283.35	1275.02	1162.81	1106.51	1105.59	1115.06
10700269	123.65	109.81	135.85	89.6	108.23	79.75
10700270	1975.22	2081.92	1894.89	1949.79	1825.66	1824.27
10700271	280.81	295.61	343.92	400.06	346.03	323.03
10700272	254.25	240.62	234.96	244.18	201.67	204.43
10700273	363.53	259.18	309.77	280.07	266.52	311.79
10700274	792.9	827.69	803.7	752.14	672.12	721.78
10700275	98.55	106.32	129.24	72.32	86.66	107.14
10700276	669.53	683.99	604.84	560.75	619.52	678.84
10700277	120.75	141.32	130.35	155.6	141.18	119.47
10700278	983.38	1056	1029.84	967.69	980.52	1220.03
10700279	4146.56	4053.35	4180.04	4053.91	4242.8	4168.75
10700280	205.73	263.29	162.33	180.52	194.9	250.33
10700281	91.7	91.17	81.85	67.41	71.02	72.35
10700282	102.07	82.02	33.6	44.22	48.44	40.4
10700283	164.98	126.19	174.84	234.33	120.97	126
10700284	4933.51	5046.26	4711.6	5477.11	5251.09	5359.19
10700285	98.94	103.13	107.36	102.55	73.54	87.53
10700286	47.99	68.38	38.99	59.27	42.51	45.56
10700287	98.18	113.84	87.68	114.28	103.59	101.55
10700288	648.79	705.99	625.86	505.87	584.87	627.8
10700289	244.6	304.91	289.8	263.3	256.96	250.18
10700290	750.84	618.41	616.48	698.27	698.75	606.55
10700291	258.29	248.98	230.1	426.83	355.26	357.79
10700292	229.65	182.47	171.65	186.5	174.02	166.71
10700293	586.26	769.43	707.33	649.95	690.31	713.92
10700294	251.6	217.88	247.14	342.7	262.36	262.03
10700295	156.1	106.43	88.22	163.77	117.93	90.57
10700296	1031.34	997	1024.64	1104.36	1000.47	979.04
10700297	66.92	71.4	40.12	130.15	95.95	79.08
10700298	7.08	12.23	16.55	11.31	6.2	9.96
10700299	3212.99	3317.08	2949.8	3033.36	3213.21	3038.2
10700300	55.54	45.42	81.63	98.57	63.32	58.09
10700301	41.79	28.47	36.99	59	20.19	36.17
10700302	65.49	54.77	33.46	34.6	32.46	39.69
10700303	422.82	435.49	454.26	280.54	322.33	338.63
10700304	2969.08	3082.96	2962.3	2388.19	2635.94	2623
10700305	15.7	13.73	13.5	16.71	14.32	16.86
10700306	369.05	317.69	360.8	328.05	289.51	305.16
10700307	176.58	155.36	139.38	170.01	184.91	135.82
10700308	133.15	160.64	169.59	185.05	159.03	184.81
10700309	105.37	95.27	101.82	107.26	77.65	88.9
10700310	58.35	76.59	45.49	63.53	40.96	41.67
10700311	248.08	315.77	212.45	158.84	135.87	121.69
10700312	262	328	342.98	196.35	256.93	390.53
10700313	80.56	111.2	117.22	121.41	114.56	125.97
10700314	34.31	16	21.97	21.55	20.9	21.4
10700315	433.57	406.02	472.71	346.91	432.92	300.35
10700316	56.52	73.5	33.45	35.77	38.81	48.66
10700317	375.91	390.64	378.59	367.86	465.62	407.69
10700318	219.48	231.23	236.56	153.33	148.98	187.14
10700319	3198.77	2931.86	2885.69	2805.81	2825.91	2896.11
10700320	3417.44	3648.28	3532.56	3129.25	3032.73	3393.83
10700321	660.1	623.53	639.47	685.44	668.46	658.24
10700322	92.24	44.59	51.79	56.14	43.76	58.57
10700323	29.86	16.3	23.73	43.57	35.17	31.2
10700324	3223.7	3399.72	2869.33	3102.68	2979.59	3170.07
10700325	245.21	211.92	212.41	224.78	200.37	186.03
10700326	121.73	66.66	70.11	82.07	75.74	97.63
10700327	411.28	550.85	637.45	641.68	562.24	672.15
10700328	6.16	6.07	5.89	6.73	6.13	7.16
10700329	222.92	211.61	184.16	280.56	230.87	241.53
10700330	110.74	104	101.6	102	121.06	82.91
10700331	133.84	118.21	130.2	116.45	83.8	110.5
10700332	61.52	107.39	72.15	112.83	105.7	96.91
10700333	243.91	274.74	301.41	226.41	203.57	281.74
10700334	572.45	498.37	532.12	493.43	497.78	488.15
10700335	85.75	70.86	116.81	100.09	88.33	79.83
10700336	58.18	39.32	24	40.27	30.04	67
10700337	140.62	168.4	117.77	77.54	96.66	106.43
10700338	550	600.75	565.35	430.18	572.07	537.62
10700339	57.33	76.31	59.79	36.11	31.34	62.1
10700340	5488.89	5752.61	5869	5602.67	5441.92	5899.59
10700341	314.11	375.7	378.81	774.17	592.75	552.9
10700342	74.85	58.56	57.24	60.42	75.92	69.06
10700343	684.25	457.74	484.77	502.78	474.33	337.34
10700344	8934.68	8326.53	8745.95	8835.52	8510.33	8887.12
10700345	43.81	62.11	81.26	52.94	53.37	56.24
10700346	228.37	169.22	170.63	164.52	162.18	105.75
10700347	176.94	182.45	141.34	119.34	133.81	174.43
10700348	171.9	175.42	163.15	196.8	182.35	177.42
10700349	247.75	366.79	306.86	347.48	299.63	273.58
10700350	612.04	446.26	588.32	532.6	466.05	478.74
10700351	975.58	994.91	852.46	1137.78	1067.04	917.23
10700352	189.26	155.31	150.47	129.27	144.45	180.49
10700353	57.01	42.98	69.72	37.88	39.92	51.79
10700354	799.72	745.53	755.35	844.56	795.73	782.76
10700355	264.69	294.65	267.8	289.96	263.47	254.35
10700356	1157.1	1045.81	1089.08	1178.23	1180.27	1044.14
10700357	103.07	96.25	85.73	126.97	80.89	105.46
10700358	657.09	673.42	625.47	708.75	672.55	545.97
10700359	29.14	25.31	12.87	22.92	19.54	27.92
10700360	406.09	377.91	342.82	397.18	358.19	352.28
10700361	26.14	43.92	44.58	36.52	24.52	36.55
10700362	189.15	175.31	190.16	191.09	148.06	166.36
10700363	200.05	196.16	198.77	177.47	167.88	165.71
10700364	332.95	352.14	340	289.56	377.76	303.9
10700365	1323.83	1098.41	1155.42	1102.76	1184.28	1165.15
10700366	2906.16	3099.03	3237.8	3094.95	3115.4	2974.85
10700367	91.42	125.62	101.46	109.9	121.73	103.43
10700368	688.55	611.39	662.75	465.49	529.92	618.41
10700369	315.21	255.65	277.15	226.88	256.28	276.01
10700370	845.73	863.9	673.64	702.4	674.91	678.24
10700371	249.03	243.7	208.31	298.12	212.89	214.03
10700372	1442.14	1260.78	1494.76	893.27	1229.11	1086.97
10700373	535.05	459.33	459.65	432.71	430.66	371.89
10700374	208.32	194.64	241.98	255.92	239.49	198.56
10700375	104.27	124.85	81.64	84.11	78.29	55.77
10700376	284.6	197.08	204.57	260.03	215.78	160.97
10700377	187.93	241.99	211.23	150.29	198.69	212.98
10700378	99.36	122.35	112.31	89.43	121.49	77.29
10700379	6.26	6.57	6.64	6.7	6.07	5.75
10700380	2527.33	2654.09	2535.4	2688.9	2506.75	2648.02
10700381	434.79	448.1	511.15	455.14	437.93	481.06
10700382	61.08	72.01	46.1	79.78	62.16	97.49
10700383	286.54	312.72	290.61	221.64	190.46	264.96
10700384	139.84	129.44	145.44	138.31	116.32	141.15
10700385	106.72	106.85	76.54	84.35	68.29	84.82
10700386	599.34	576.35	586.87	567.41	532.24	470.61
10700387	184.83	137.01	138.23	165.12	176.24	164.47
10700388	14.77	9.44	17.06	10.83	21.7	10.31
10700389	239.07	266.84	253.24	245.59	203.74	218.8
10700390	431.91	412.49	421.17	437.88	296.03	379.67
10700391	17.12	9.65	14.99	11.22	13.23	14.94
10700392	212.94	193.49	217.4	174.38	221.79	194.09
10700393	26.55	24.43	31.42	18.63	16.43	20.52
10700394	40.93	25.38	52.47	69.45	26.6	37.84
10700395	638.25	378.72	454.72	378.24	394.13	398.7
10700396	410.48	445.63	362.95	394.83	380.07	412.35
10700397	445.86	366.17	394.61	462.96	342.17	343.11
10700398	2953.48	3336.45	2903.95	3306.3	3116.48	3140.76
10700399	504.1	442.98	552.11	462.63	511.48	461.06
10700400	6514.78	5822.41	6834.4	6715.6	6216.56	6364.36
10700401	69.06	79.88	76.54	78.84	79.08	61.04
10700402	1248.52	1066.97	1177.08	1257.03	1140.7	1227.24
10700403	176.81	93.45	107.37	133.57	115.29	113.72
10700404	12.28	13.21	44.71	30.47	14.84	13.89
10700405	122.46	132.89	117.58	109.97	103.06	94.02
10700406	579.9	705.73	618.08	736.28	608.65	678.4
10700407	1287.54	1169.92	1063.79	1046.82	1148.55	1072.9
10700408	145.52	134.57	121.18	108.67	124.46	109.31
10700409	439.91	383.26	500.04	333.34	387.49	408.09
10700410	284.65	341.31	251.37	301.85	281.38	242.74
10700411	513.26	484.93	609.66	463.26	468.26	484.5
10700412	169.94	204.3	174.4	125.77	218.8	193.66
10700413	149.96	124.09	125.87	274.69	139.19	151.67
10700414	165.86	235.55	158.32	123.37	145.45	148.44
10700415	349.81	372.19	354.65	218.98	295.25	274.71
10700416	82.03	56.72	93.52	109.06	70.74	65.78
10700417	503.85	366.31	336.42	351.53	317.55	323.39
10700418	151.67	137.37	126.3	115.52	172.68	129.9
10700419	54.2	48.55	63.14	82.09	59.84	55.09
10700420	45.55	49.35	61.74	19.46	54.52	46.75
10700421	291.62	272.47	313.9	282.98	257.41	258.61
10700422	273.16	202.21	197.74	248.74	197.56	264.4
10700423	331.32	313.41	301.61	317.06	386.09	314.51
10700424	21.93	20.88	20.42	22.43	21.25	19.55
10700425	10873.28	10958.78	10018.65	9724.44	10159.91	10059.7
10700426	296.77	406.93	414.12	271.36	279.18	345.6
10700427	639.77	778.84	587.18	552.48	533.45	626.06
10700428	86.34	71.9	64.66	90.91	71.71	64.34
10700429	103.25	113.07	100.4	102.53	75.37	84.3
10700430	163.93	97.48	117.28	93.37	128.6	132.08
10700431	85.35	112.31	85.06	65.31	93.22	74.05
10700432	328.46	95.23	127.38	318.65	125.46	110.53
10700433	368.31	286.05	343	378.13	300.79	277.42
10700434	2179.38	2207.35	1898.84	1811.29	1961.58	1843.2
10700435	142.78	98.54	126.23	92.17	89.59	92.99
10700436	192.86	144.55	138.21	178.01	114.75	100.09
10700437	283.58	278.71	291.76	187.52	220.97	193.67
10700438	862.16	1029.91	822.48	869.13	1165.72	935.28
10700439	2559.95	2507.96	2859.21	2458.05	2762.77	2443.27
10700440	336.36	268.86	333.01	258.66	283.07	305.68
10700441	612.82	630.11	556.52	320.41	422.36	456.4
10700442	100.85	86.67	97.47	85.44	72.53	62.19
10700443	393.4	257.05	292.21	306.28	306.67	350.67
10700444	210.49	192.59	244.08	201.23	236.62	208.78
10700445	1321.17	1378.32	1552.42	1403.39	1412.27	1471.22
10700446	407.91	527.57	326.07	380.24	357.24	286.41
10700447	158.28	167.18	118.3	121.98	134.26	140.2
10700448	1260.87	1217.24	1322.64	1182.48	1147.6	1244.89
10700449	2728.7	2847.14	2628.82	2486.5	2634.66	2391.17
10700450	131.9	150.25	101.17	92.97	115.94	110.52
10700451	588.86	591.9	584.49	607.29	625.24	530.31
10700452	27.99	33.04	47.17	19.54	31.55	15.71
10700453	157.13	116.52	158.2	137.18	118.88	97.04
10700454	4443.56	4259.59	4252.22	3934.87	4510.9	4212.03
10700455	454.68	471.99	523.85	482.43	417.81	429.17
10700456	68.32	94.57	71.9	70.37	49.79	76.78
10700457	1081.41	1057.84	1038.65	986.84	1119.47	1047.26
10700458	163.95	119.35	115.62	142.49	127.04	125.54
10700459	49.21	60.76	67.18	52.64	71.24	63.07
10700460	260.64	276.79	178.76	228.27	229.33	265.48
10700461	408.49	362.03	328.03	332.21	363.18	331.55
10700462	7807.8	7398.41	7510.54	6178.75	6636.01	7176.18
10700463	142.37	94.87	93.31	112.31	110.6	100.78
10700464	333.05	241.49	320.2	313.32	232.25	271.74
10700465	1179.53	1263.93	1264.98	1339.33	1272.37	1217.92
10700466	431.42	462.27	540.05	417.6	415.21	389.84
10700467	115.25	72.51	79.74	94.58	114.2	81.56
10700468	63.18	58.31	69.16	85.58	79.87	67.95
10700469	1188.07	1268.76	1130.39	930.52	1078.49	1050.38
10700470	76.88	48.28	87.38	41.43	61.94	60.1
10700471	222.62	219.89	176.55	252.96	194.55	145.16
10700472	70.68	80.71	57.91	89.01	82.11	85.65
10700473	770.41	774.74	727.07	783.57	724.91	820.24
10700474	102.67	129.63	157.99	109.7	163.54	131.77
10700475	261.04	183.81	241.86	270.61	266.73	216.17
10700476	188.62	174.62	163.65	149.21	146.53	111.45
10700477	665.32	616.86	635.14	723.97	637.33	628.43
10700478	342.43	330.02	293.48	415.78	372.26	314.4
10700479	2785.07	2938.37	3212.54	3274.37	2943.47	3418.62
10700480	181.65	106.34	145.95	162.65	133.71	134.13
10700481	215.73	183.72	149.79	251.54	208.56	205.57
10700482	91.94	77.98	67.27	105.51	104.8	92.49
10700483	60.87	66.85	44.08	46.7	49.55	46.31
10700484	22.8	38.58	23.06	33.24	23.69	25.93
10700485	143.15	130.09	118.14	97.45	115.41	138.57
