ID_REF	GSM1150937	GSM1150938	GSM1150939	GSM1150940	GSM1150941	GSM1150942
10731482	373.9	365.26	357.07	328.24	321.64	351.86
10731484	1019.81	1020.97	1001.07	958.98	966.66	937.15
10731493	1608.83	1476.54	1655.33	1063.35	1281.13	1267.97
10731498	314.92	340.75	336.58	318.14	325.94	331.37
10731503	262.41	257.97	267.47	247.25	249.77	264.53
10731506	252.62	270.88	256.71	241.4	250.83	283.84
10731508	211.99	192.49	199.08	197.5	184.51	173.45
10731512	380.8	402.99	408.61	307.13	351.61	358.24
10731514	1099.32	971.57	1047.98	930.84	950.25	932.43
10731517	201.81	242.18	232.68	303.41	288.41	264.33
10731524	532.31	531.1	519.14	199.91	350.37	363.14
10731531	1674.25	1405.34	1525.11	467.67	983.49	1061.14
10731539	115.56	128.11	118.85	134.97	120.67	133.13
10731555	92.01	90.44	98.74	78.87	81.43	87.17
10731557	2144.61	2039.08	2026.68	1944.79	2000.16	2009.05
10731591	630.59	622.48	679.84	472.96	544.1	572.63
10731596	374.99	361.25	352.25	372.91	354.73	360.24
10731600	122.5	135.52	126.8	126.58	116.7	132.39
10731606	59.32	78.04	75.03	66.98	74.82	69.74
10731608	662.63	608.79	633.1	709.22	697.09	652.08
10731611	2351.39	2259.68	2303.48	2325.94	2298.54	2338.71
10731613	302.16	294.99	360.34	341.76	312.45	352.93
10731622	323.2	350.35	320.36	449.79	419.43	401.57
10731632	282.47	280.41	317.83	266.39	270.21	287.08
10731643	908.13	778.12	865.47	678.38	793.61	853.27
10731668	2830.62	2667.18	2685.73	2988.9	2869.53	2757.8
10731686	1625.54	1614.64	1627.68	1827.68	1758.1	1711.09
10731699	89.12	102.46	102.5	101.87	102.23	86.56
10731711	509.42	489.71	527.8	573.43	589.36	582.08
10731729	3940.05	3730.88	3706.14	3192.34	3512.06	3468.03
10731732	2167.78	2172.89	2197.12	1891.48	2099.46	2178.77
10731734	1187.24	1122.03	1133.92	898.93	1027.84	1005.59
10731738	438.84	438.13	420.74	711.14	639.44	616.69
10731746	471.35	466.03	477.38	345.32	368.34	417.77
10731753	665.32	552.75	615.22	501.01	586.72	545.73
10731783	579.83	671.55	547.15	613.56	594.31	594.17
10731787	282.2	292.92	320.17	281.14	284.64	293.14
10731795	72.99	75.99	75.9	69.37	69.46	74.49
10731803	1265.59	1145.13	1076.62	464.62	768.38	761.93
10731817	2190.28	2190.89	2176.81	1984.83	1985.93	2091.47
10731851	758.68	756.17	788.79	709.94	680.79	736.42
10731853	924.72	880.51	878.23	731.83	824.85	845.8
10731872	460.11	444.78	458.02	564.7	490.84	543.32
10731891	187.26	182.75	172.41	148.25	154.91	150.22
10731910	188.51	198.28	217.41	211.76	221.01	207.74
10731915	240.29	226.22	238.51	260.41	245.68	230.01
10731922	148.29	136.04	125.81	99.91	125.25	118.1
10731934	152.61	171.66	170.91	343.57	245.97	213.58
10731936	71.36	55.53	64.79	126.63	97.18	88.52
10731938	50.57	74.63	72.87	100.94	88.19	76.31
10731941	201.88	209.32	188.76	160.73	199.75	205.7
10731944	188.97	194.74	215.48	207.72	185.56	215.76
10731951	536.6	543.98	524.69	554.57	534.27	535.87
10731962	913.33	885.15	875.06	892.2	905.52	854.11
10731968	306.17	435.41	456.01	723.04	540.78	525.14
10731970	213.55	221.31	215.07	208.96	200.57	199.4
10731980	5712.87	5766.58	5499.56	5865.75	5678.92	5723.57
10732001	192.24	184.85	204.74	195.87	195.23	201.27
10732007	97.96	126.49	127.18	112.67	110.14	115.81
10732013	308.62	297.54	402.88	238.49	278.38	328.26
10732021	1159.75	1238.09	1289.77	1604.05	1431.39	1465.12
10732056	575.26	599.61	620.89	749.44	657.14	647.56
10732058	1657.85	1674.95	1574.2	1774.75	1652.57	1672.05
10732068	1438.55	1391.96	1329.71	1087.05	1262.79	1217.24
10732076	1520.05	1345.38	1267.44	1156.54	1223.42	1287.98
10732079	160.73	147.13	137.51	151.79	151.65	150.39
10732087	318.92	355.07	325.53	484.2	435.48	460.28
10732113	1058.57	996.73	1044.94	1079.17	1004.36	1010.46
10732160	237.86	229.94	228.14	191.67	224.83	212.04
10732167	905.09	850.09	868.46	686.02	720.77	799.68
10732182	363.49	348.08	400.4	293.63	309.16	314.02
10732190	8239.84	8193.7	7964.12	6757.62	6945.68	7221.09
10732197	105.13	103.79	120.38	110.59	90.84	102.82
10732207	3261.23	3098.81	3201.21	1669.04	2341.31	2393.99
10732214	467.83	445.82	447.4	624.83	537.29	510.92
10732217	260.68	226.03	231.74	212.79	223.41	254.54
10732219	84.22	86.23	82.89	80.5	68.17	69.36
10732228	848.99	853.15	801.21	885.64	835	847.04
10732239	174.66	217.67	196.82	190.3	168.54	188.62
10732243	684.02	633.13	603.19	550.82	585.49	586.87
10732253	314.99	321.9	283.36	259.33	273.86	285.1
10732257	865.09	906.98	857.35	1021.99	959.39	913.18
10732263	405.76	389.57	407.03	414.01	431.95	415.29
10732265	981.32	895.9	982.5	1248.17	1167.98	1164.75
10732297	61.35	55.18	62.96	52.42	55.23	59.84
10732302	758.11	719.02	722.17	656.92	662.74	678.65
10732329	151.52	208.24	177.87	167.99	179.51	180.6
10732346	417.5	435.65	422.77	422.12	417.83	414.46
10732349	453.81	453.63	466.22	433.27	428.57	431.8
10732366	845.29	724.14	782.07	711.29	748.49	676.41
10732374	134.84	132.38	120.74	135.76	130.68	117.05
10732380	79.35	93.81	86.5	67.25	79.41	79.24
10732382	98.38	104.99	104.12	88.91	92.35	100.9
10732388	155.63	182.81	179.67	165.64	161.02	171.39
10732394	265.71	274.57	310.5	276.31	254.67	267.25
10732400	103.28	107.7	102.02	97.21	92.5	91.12
10732411	208.38	240.53	225.52	200.83	226.11	226.04
10732418	1083.89	758.4	966.44	536.49	1016.7	783.36
10732427	1268.05	1313.14	1262.09	1051.77	1051.91	1123.2
10732439	372.2	1366.24	1026.2	4019.22	2935.52	3029.79
10732442	392.59	406.55	394.33	472.24	420.38	397.59
10732449	396.69	1332.2	1162.33	5358.82	4225.19	4315.46
10732465	499.66	545.33	530.63	488.08	475.74	487.56
10732477	779.72	630.7	731.11	349.48	527.22	481.99
10732494	319.75	344.77	347.74	463.57	425.74	386.77
10732500	401.49	371.44	411.98	376.84	345.75	369.1
10732511	3512.3	3314.33	3401.13	2968.67	3163.71	3068.89
10732521	487.19	453.64	497.88	463.41	482.28	476.83
10732526	198.55	198.5	195.05	207.3	206.23	200.83
10732532	223.72	160.23	188.49	207.43	167.6	162.56
10732534	554.96	596.4	601.78	950.93	782.78	715.72
10732553	1003.77	951.27	959.39	966.74	937.45	901.24
10732565	579.39	712.49	720.85	1058.64	927.64	895.81
10732581	1230.82	1211.18	1183.22	1259.38	1236.55	1255.72
10732592	840.05	782.65	825.55	854.74	851.56	826.33
10732607	654.88	616.97	670.67	464.06	500	528.82
10732626	108.33	120.78	125.71	107.72	113.92	125.78
10732636	312.99	297.19	284.69	300.31	297.04	295.67
10732641	69.7	73.91	77.05	68.76	68.21	63.31
10732644	441.3	376.08	348.53	276.6	298.14	306.36
10732649	194.6	199.56	203.82	194	194.74	201
10732652	1967.03	3321.69	1914.43	1851.53	2768.52	2988.28
10732657	1040.46	938.64	1014.94	933.52	880.15	990.65
10732671	583.99	582.75	604.96	679.72	615.92	630.64
10732676	662.69	626.07	655.96	641.05	623	649.44
10732697	1910.19	1813.05	1807.15	1538.06	1571.36	1676.34
10732712	1583.72	1623.51	1497.87	1338.59	1441.84	1372.51
10732714	4013.65	4076.17	3972.14	3468.27	3791.1	3823.56
10732716	1150.14	760.15	1072.97	382.37	467.99	544.58
10732725	692.75	593.92	713.13	309.9	464.76	453.71
10732746	92.05	104.61	108.47	101.49	104.27	115.83
10732750	917.2	736.2	839.22	366.54	469.95	556.29
10732787	98.36	114.62	118.42	88.09	99.95	99.11
10732789	938.24	864.28	914.62	865.88	894.56	915.24
10732798	65.88	72.17	81.55	65.53	72.97	68.13
10732800	82.85	74.41	62.14	87.56	84.38	72.26
10732803	258.38	222.28	191.73	202.18	227.34	242.91
10732805	151.33	147.31	126.96	154.27	175.32	158.88
10732807	28.15	30.61	29.55	32.4	27.74	31.28
10732809	227.2	256.37	292.91	214.37	200.58	212.39
10732811	411.63	395.82	443.48	505.8	441.54	505.13
10732819	12.65	12.49	12.73	17.45	15.3	14.18
10732821	7813.21	7927.77	8001.75	7082.29	7265.77	7388.16
10732824	52.88	47.75	58.51	49.46	45.31	52.7
10732837	31.25	26.47	26.36	39.71	30.52	30.43
10732839	107.35	73.99	80.49	100.64	102.47	88.34
10732841	52.56	51.67	45.4	46.94	43.32	43.08
10732844	521.01	428.05	506.89	257.66	354.36	332.08
10732869	690.36	688.72	682.48	698.52	691.61	677.97
10732889	289.55	269.21	292.07	191.47	207.85	247.58
10732893	151.23	148.85	150.38	184.12	147.41	152.28
10732900	275.12	291.73	305.62	272.09	267.75	259.87
10732902	479.11	485.31	519.01	511.25	495.68	511.95
10732906	197.34	168.29	188.87	189.9	181.64	191.17
10732913	377.68	426.83	400.15	338.65	371.33	382.45
10732915	143.27	141.84	154.84	136.28	143.97	154.75
10732922	27.02	29.45	32.01	26.23	32.02	27.52
10732924	75.64	81.08	71.73	81.08	75.26	84.21
10732926	1621.6	1558.56	1591.75	1638.55	1549.51	1608.17
10732939	695.24	1054.47	949.06	2777.56	1962.53	2140.9
10732941	1203.98	1825.4	1573.87	4712.25	3385.84	3539.43
10732959	2709.29	2409.8	2321.92	2082.93	2334.34	2257.33
10732966	457.3	486.03	490.71	612.36	497.88	495.66
10732999	206.49	221.44	201.11	212.25	207.48	202.45
10733001	53.82	69.17	62.32	55.66	56.02	67.29
10733004	233.53	198.97	242.63	261.18	224.57	218.86
10733007	109.57	107.63	112.49	87.76	93.26	107.63
10733015	483.81	708.74	675.67	538.99	573.36	599.89
10733017	34.03	32.91	38.66	39.81	35.72	40.3
10733026	165.75	145.22	148.18	118.71	132.01	129.93
10733039	6915.41	7026.55	7708.32	6295.91	6755.28	6756.22
10733045	494.85	453.7	494.75	359.91	416.05	403.21
10733047	492.04	454.14	495.24	356.36	416.6	403.87
10733049	116.82	117.72	150.46	238.6	207.85	192.89
10733056	931.03	771.91	923.4	348.18	524.8	530.76
10733061	317.7	294.75	292.85	331.33	302.68	316.48
10733063	5332.88	5279.55	5041.72	4480.05	5097.59	5015.92
10733065	101.46	130.73	122.01	1019.62	389.71	622.59
10733067	685.76	641.47	669.57	688.22	689.26	683.87
10733069	602.39	564.95	531.59	367.74	471.16	474.2
10733072	295.61	303.89	281.61	865.49	482.62	613.64
10733074	171	155.47	157.11	470.99	274.63	308.97
10733076	116.06	131.89	117.38	353.45	169.52	203.02
10733078	70.07	65.54	75.02	66.99	59.41	64.27
10733080	79.65	101.95	94.29	83.15	86.24	79.24
10733082	117.82	110.48	112.1	123.5	120.91	136.41
10733084	53.76	65.77	76.89	137.24	93.74	139.22
10733086	129.26	122.84	112.92	376.92	280.33	271.35
10733088	111.17	86	83.27	317.39	180.5	177.6
10733090	155.44	128.01	166.66	483.05	308.6	348.54
10733092	85.63	85.06	95.52	182.68	119.1	138.43
10733094	96.65	82.58	82.81	179.98	119.08	125.04
10733096	139.45	143.22	132.98	287.75	203.84	205.45
10733098	101.67	103.35	94.15	215.46	150.23	157.3
10733100	151.75	159.5	181.87	290.35	237.98	243.01
10733102	453.94	363.35	414.99	228.78	262.55	309.52
10733134	4141.39	2873.31	4915.76	3352.91	4241.62	4559.63
10733137	478.43	457.41	411.53	401.13	434.71	440.07
10733139	536.08	434.84	485.18	477.84	508.89	477.08
10733160	1621.26	1570.71	1514.16	1452.78	1434.27	1505.99
10733178	237.49	219.97	212.53	194.51	187.7	194.5
10733180	150.2	152.14	152.17	157.17	148.05	157.7
10733195	737.21	723.2	694.93	668.36	656.83	658.84
10733218	821.12	807.87	835.14	911.41	879.48	863.23
10733225	794.17	777.31	791.78	815.05	823.48	777.25
10733241	210.84	226.66	241.47	229.44	221.75	205.86
10733243	2296.94	2509.53	2538.57	3518.88	3185.93	3089.8
10733258	548.35	540.27	619.39	437.76	463.98	490.82
10733280	31.85	36.68	37.45	32.17	29.41	37.14
10733282	150.3	170.91	171.12	155.55	192.16	156.5
10733294	110.99	113.52	109.96	255.86	210.73	168.55
10733296	63.19	72.72	72.3	81.89	93.72	62.23
10733298	90.26	99.31	105.39	259.21	195.68	188.97
10733300	70.32	125.16	97.07	191.55	176.74	133.07
10733302	97.95	106.65	95.79	135.94	130.91	122.18
10733304	105.49	208.39	186.2	277.53	257.63	218.19
10733306	65.36	90.25	98.74	125.4	154.21	91.74
10733308	84.71	97.04	94.39	107.35	114.27	91.47
10733310	196.25	194.16	183.41	167.79	174.1	195.39
10733318	36.27	33.97	33.56	38.18	34.88	37.19
10733321	1005.75	978.68	985.74	1047.33	999.77	995.24
10733339	462.69	515.66	461.87	476.95	430.54	448.15
10733367	858.31	739.23	748.84	495.84	648.12	648.87
10733380	547.15	510.54	598.21	522.28	510.08	538.78
10733384	240.66	210.66	237.61	189.79	213.75	188.62
10733389	3238.48	3469.95	2954.91	2992.43	3098.17	3135.98
10733397	2326.27	2479.27	2340.5	3068.89	2752.83	2735.71
10733401	421.45	404.11	376.41	310.62	362.26	348.01
10733417	4605.37	4516.53	4537.87	4391.51	4430.95	4484.09
10733427	107.04	94.85	101.64	80.81	78.6	97.2
10733430	6988.66	7232.61	7445.74	8235.27	7971.3	7988.45
10733438	2963.94	3044.94	3125.56	3316.39	3172.49	3262.81
10733449	1455.6	1407.48	1481.15	1658.54	1482.07	1560.83
10733453	113.36	118.78	120.08	119.21	124.61	119.84
10733474	340.69	400.82	364.71	400.4	401.11	380.7
10733477	159.73	156.74	153.98	158.94	160.32	160.83
10733484	2552.86	2592.81	2334.02	2686.48	2493.58	2579.01
10733506	140.88	136.1	134.86	135.81	131.99	132.25
10733509	180.57	222.19	210.29	236.66	231.11	216.72
10733519	970.17	1002.72	972.66	1228.86	1062.1	1078.04
10733531	411.14	472.33	475.61	979.81	752.39	761.68
10733548	40.21	38.65	40.45	39.3	39.14	39.6
10733553	950.7	735.87	843.36	419.07	557.81	520.55
10733564	527.45	495.68	480.19	411.98	445.8	418.6
10733582	424.51	1085.47	872.89	3649.29	2521.91	2691.14
10733610	27.13	26.37	22.69	25.17	26.16	30.07
10733624	864.03	808.03	839.83	807.99	728.71	810.5
10733643	715.38	658.64	690.25	676.4	635.08	661.09
10733674	60.2	57.5	57.6	60.13	54.19	55.45
10733676	1316.32	1299.19	1283.62	1546.08	1415.21	1444.55
10733680	1349.02	1332.39	1181.01	443.75	933.96	851.82
10733688	2009.89	1857.7	1865.18	1428.12	1636.84	1648.23
10733690	3251.3	3104.83	3188.58	2214.86	2604.7	2833.56
10733697	989.08	1020.68	1094.08	1072.38	1099.25	1090.44
10733709	805.75	785.18	882.37	815.02	828.9	869.67
10733721	105.42	92	116.02	108.07	94.63	100.46
10733723	124.36	100.69	119.55	80.4	92.98	91.88
10733726	666.48	609.59	636.91	645.52	594.08	632.94
10733730	988.5	860.91	942.74	673.02	806.46	800.11
10733743	157.24	161.17	164.82	158.77	159.41	159.88
10733745	685.29	584.6	652.11	599.8	596.67	619.26
10733750	2218.09	2241.89	2300.45	2246.71	2209.03	2285.67
10733773	536.99	475.14	548.3	435.91	478.4	453.34
10733782	492.55	474.49	414.71	381.85	398.23	400.29
10733790	281.16	234.73	263.53	181.45	215.83	185.43
10733810	286.14	298.49	307.65	282.55	279.41	292.15
10733812	905.36	877.74	828.81	930.09	871.84	867.19
10733829	438.96	456.78	451.92	507.5	466.42	499.07
10733836	124.4	118.24	134.35	106.33	104.95	96.47
10733843	58.51	60.07	53.74	62.91	48.41	59.95
10733849	174.22	153	158.65	104.39	109.05	109.37
10733858	90.24	92.98	84.35	602.57	515.75	556.89
10733860	131.4	100.12	103.96	803.62	647.45	643.62
10733862	77.36	90.33	83.39	229.76	112.21	155.35
10733865	104.8	130.74	109.22	104.66	116.76	108.79
10733871	151.85	204.75	186.41	260.41	250.13	229.93
10733874	118.83	142.94	158.95	308.74	195.74	238.66
10733876	67.1	65.65	70.98	206.79	132.21	127.25
10733878	103.86	127.69	121.07	425.42	241.6	255.93
10733880	50.49	43.63	41.88	39.85	45.77	46.01
10733882	28.01	32.92	33.06	51.1	38.86	39.6
10733884	30.32	53.29	46.57	73.82	48.81	58.25
10733886	160.74	198.13	210.17	236.15	237.57	170.68
10733888	322.97	519.02	475.16	763.68	527.3	620.8
10733890	122.54	138.57	121.79	323.07	180.17	168.08
10733892	182.19	174.79	187.84	262.46	253.71	231.43
10733894	139.35	118.81	125.33	529.95	352.04	455.51
10733896	97.29	94.88	101.41	134.64	119.88	146.07
10733898	171.03	175.23	174.08	584.92	424.45	500.38
10733900	212.81	179.15	208.89	304.51	228.69	254.65
10733902	172.63	189.01	209.11	314.5	314.25	304.36
10733904	128.45	138.07	126.86	240.53	194.74	228.55
10733906	122.23	144.86	121.73	253.75	235.24	187.56
10733908	43.06	43.72	38.37	92.7	66.92	57.65
10733910	43.23	44.62	45	159.54	94.38	87.16
10733912	98.35	83.26	83.96	388.12	233.02	184.76
10733914	373.56	354.71	374.52	375.89	355.9	362.29
10733920	309.98	323.45	294.31	326.02	302.68	329.07
10733924	139.79	155.41	172.95	228.83	187.98	185.85
10733938	346.54	454.34	371.96	608.48	503.94	528.84
10733940	169.92	249.73	228.47	454.45	365.33	357.69
10733942	278.72	307.1	313.81	260.14	297.37	330.67
10733944	366.14	365.53	378.51	375.51	371.28	372.14
10733952	399.72	392.43	394.92	401.46	383.03	386.19
10733958	652.79	605.38	674.95	550.96	621.59	615.07
10733966	301.51	311.09	338.56	287.83	297.29	283.99
10733972	275.97	260.79	290.24	270.64	258.82	276.46
10733980	3386.08	3548.76	3866.2	2393.66	2670.33	2674.4
10733982	135.64	133.74	149.94	106.57	112.91	126.44
10733992	511.67	541.11	515.4	362	443.54	412.92
10733994	89.75	84.32	93.13	86.91	91.79	83.18
10733997	2352.53	2154.29	2308.92	2115.38	2035.12	2050.7
10734025	65.33	64.05	82.44	86.06	74.18	87.34
10734027	291.26	321.3	286.18	351.35	309.84	328.6
10734033	460.86	435.49	472.23	484.18	487.41	477.91
10734036	434.83	364.84	401.54	311.33	332.96	325.84
10734043	268.15	254.1	265.43	243.3	314.03	277.92
10734045	1034.27	659.93	896.98	349.94	707.13	558.25
10734061	937.26	917.73	906.72	944.44	935.98	923.76
10734069	1863.89	1791.31	1763.59	1665.92	1658.08	1686.25
10734082	139.76	154.77	162.51	140.63	145.55	146.6
10734148	1438.45	1438.45	1511.22	1436.66	1482.79	1393.99
10734153	12.24	14.21	13.15	14.64	14.41	15.82
10734155	432.34	440.99	451.66	429.19	423.17	421.53
10734178	5.91	6.42	6.54	6.02	7.01	6.4
10734180	257.46	220.45	264.65	230.97	248.23	232.19
10734185	798.07	764.92	791.85	698.55	692.97	726.98
10734188	855.59	908.44	854.44	850.29	892.86	835.33
10734190	655.02	630.29	612.64	690.73	603.85	629.79
10734198	871.89	778.15	882.94	705.95	781.34	743.19
10734212	567.23	618.39	661.4	547.88	586.93	620.89
10734219	272.81	307.01	295.84	256.04	271.07	268.54
10734228	5950.52	5312.22	6430.88	1688.59	3940.87	4483.78
10734240	2001.96	2212.71	2212.1	1511.85	1830.47	1788.46
10734242	3237.13	3023.49	3560.34	2171.54	2277.76	2450.06
10734250	672.12	603.21	665.6	923.14	816.83	792.75
10734258	176.24	171.49	209.29	152.82	168.08	168.31
10734264	307.44	314.25	302.91	329.34	326.65	337.89
10734270	498.41	511.41	492.74	777.65	625.88	652.09
10734287	264.13	285.51	270.74	341.68	315.52	308.86
10734291	329.96	314.4	366.86	411.94	374.36	347.45
10734294	382.93	402.88	364.15	412.99	394.48	378.82
10734306	1085.84	1010.08	963.78	945.99	985.5	938.7
10734316	7210.08	7525.13	7200.59	8078.1	7688.57	7710.45
10734318	671.95	751.13	670.74	670.04	656.75	708.04
10734320	337.61	340.84	379.15	487.45	401.47	410.07
10734338	236.66	217.35	187.82	202.45	199.86	183.13
10734340	269.36	256.08	228.89	244.71	227.11	217.2
10734342	1070.15	1039.09	1021.2	879.71	994.65	915.91
10734347	64.73	71.41	75.83	50.4	57.56	56.59
10734349	1836.7	1390.22	1090.9	487.75	731.39	816.76
10734356	235.33	219.37	226.25	255.32	248.27	245.81
10734368	76.75	33	31.31	62.06	40.42	34.72
10734370	84.75	83.29	96.81	86.86	80.93	82.41
10734373	155.79	145.32	152.28	244.04	229.54	200.85
10734382	2796.1	2760.09	3018.26	2404.3	2230.27	2473.26
10734389	37.61	44.77	42.25	39.05	37.13	41.21
10734391	323.74	288.89	303.22	246.6	267.74	266.74
10734395	625.88	594.48	603.73	629.8	627.56	606.63
10734420	333.4	312.57	364.95	347.52	369.85	343.51
10734422	1749.47	1429.31	1447.45	553.22	980.39	743.01
10734465	36.02	33.18	45.9	37.25	30.28	44.3
10734468	293.41	298.75	284.82	257.89	242.82	248.57
10734470	74.94	70.27	67.99	72.24	64.51	72.57
10734472	211.4	219.3	239.29	274.83	229.19	248.02
10734475	281.98	241.32	271.16	234.88	219.23	217.16
10734486	331.12	305.61	309.39	333.35	275.27	287.56
10734493	108.74	115.78	120.23	105.32	108.77	114.24
10734530	88.36	83.91	80.49	84.37	78.01	84.7
10734556	109.07	102.66	125.07	109.64	105.54	114.25
10734583	99.97	107.44	119.58	107.76	110.64	113.35
10734615	75.53	91.91	94.89	84.55	80.33	76.61
10734642	80.8	89.96	90.29	115.63	94.61	103.05
10734673	495.95	537.9	547.05	764.75	615.6	647.22
10734691	110.98	121.51	103.88	117.26	116.11	115.3
10734695	106.93	122.29	102.2	103.54	110.51	112.14
10734701	46.42	43.74	44.81	42.66	39.5	33.39
10734709	253.13	277.74	306.93	239.22	244.54	276.8
10734711	854.41	791.63	822.66	719.57	771.63	699.98
10734718	343.96	305.17	313.5	300.56	290.68	288.74
10734720	321.32	281.52	302.52	192.27	239.25	242.63
10734740	243.83	222.14	242.96	213.24	220.4	200.7
10734759	162.27	151.81	172.8	147.06	165.55	160.39
10734761	97.48	101.02	107.23	96.47	95.19	89.34
10734770	38.01	53.67	32.42	36.31	36.12	49.31
10734772	387.45	406.97	409	558.14	468.58	477.02
10734815	219.84	231.57	237.84	200.79	215.73	233.74
10734817	4620.71	4775.38	4487.51	3903.36	4323.25	4333.75
10734822	960.82	2351.72	1980.3	2394.98	2596.41	1956.56
10734828	97.97	111.89	97.97	94.49	101.81	91.05
10734830	928.72	906.01	965.47	928.27	918.08	945.97
10734853	3776.67	2929.62	3177.11	1240.49	2731.73	2189.52
10734864	254.18	225.13	256.35	265.76	250.45	246.37
10734866	602.36	541.73	685.97	1027.27	956.33	791.17
10734873	858.96	580.29	419.61	292.43	436.56	383.07
10734875	823.4	839.48	819.85	1129.05	1035.35	958.45
10734882	1015.1	1500.37	1002.99	842.2	897.07	1271.05
10734910	238.18	257.31	266.99	239.68	240.26	250.12
10734915	156.77	143.42	146.3	131.75	138.01	133.25
10734934	167.81	94.58	104.41	83.11	92.74	106.86
10734945	2178.92	2231.66	2236.77	2510.22	2393.99	2559.06
10734952	152.12	154.34	156.65	142.69	135.9	159.79
10734967	177.58	185.79	201	251.18	223.56	233.87
10734970	1816.82	1719.41	1730.17	1574.09	1687.53	1757
10734975	1823.76	1610.84	1878.28	1142.91	1260.95	1317.6
10734987	452.68	453.51	454.02	461.47	443.6	402.9
10734994	1619.35	1620.92	1667.76	1756.15	1689.29	1688.94
10735012	376.85	375.61	398.58	290.1	300.7	323.14
10735015	1525.64	1421.01	1499.43	1303.25	1414.72	1365.11
10735020	436.46	490.7	476.76	481.93	416.35	478.49
10735022	342.45	310.41	316.46	268.87	302.31	306.26
10735027	855.36	800.1	837.06	872.23	841.63	846.84
10735036	629.01	619.67	706.01	892.84	809.41	824.38
10735066	1704.58	1644.12	1728.85	1615.88	1671.35	1644.92
10735077	147.25	136.86	128.6	89.77	116.73	122.86
10735088	102.82	119.05	127.51	104.22	116.19	112.29
10735091	1561.7	1439.05	1479.4	1099.17	1271.66	1315.41
10735096	1413.84	1365.2	1307.96	1317.42	1364.64	1308.59
10735105	6637.85	6500.34	5989.42	5420.84	5928.29	5738.27
10735110	556.73	487.52	485.82	457.98	521.25	489.02
10735117	389.31	381.6	396.22	373.16	380.53	368.84
10735133	335.94	335.62	362.68	278.58	313.01	284.57
10735135	419.96	446.9	447.41	912.92	680.82	753.77
10735159	144.77	154.47	165.46	137.26	143.27	148.13
10735169	684	667.99	567.37	200.2	323.53	320.51
10735182	363.63	327.24	347.53	246.57	231.9	262.71
10735195	2091.32	2182.1	2101.79	1354.27	1632.88	1936.45
10735201	144.2	123.63	127.28	126.03	128.48	142.39
10735203	132.43	131.41	135.05	120.38	131.29	125.28
10735205	518.93	507.33	520.63	677.53	549.34	574.22
10735217	1412.37	1378.13	1321.81	1357	1416.78	1359.07
10735221	330.64	323.02	317.88	227.82	249.1	270.9
10735235	196.16	233.42	209.64	195.26	231.67	235.22
10735240	258.5	286.56	311.79	345.66	333.65	321.22
10735244	1328.79	1374.6	1172.52	1219.01	1250.6	1162.73
10735251	672.98	574.28	658.04	468.55	541.48	541.39
10735280	1702.93	1651.32	1704.11	1574.09	1586.68	1626.66
10735315	3438.59	3433.82	3215.22	2755.12	3109.14	2991.18
10735317	198.43	203.97	180.75	239.64	186.65	178.79
10735319	1350.24	1367.48	1247.74	1502.66	1291.38	1338.96
10735331	464.23	415.13	431.12	546.39	498.11	511.3
10735344	745.82	691.56	742.31	536.78	589.16	630.15
10735369	53.45	47.37	43.65	48.92	42.01	40.83
10735371	481.74	407.11	424.23	325.85	342.05	365.97
10735375	320.28	297.23	324.93	319.75	312.97	272.42
10735377	598.95	599.19	581.56	773.46	664.71	665.15
10735400	333.62	345.68	344.66	337.92	325.98	329.7
10735408	183.09	169	169.17	178.81	193.27	201.31
10735411	83.64	82.07	79.1	76.3	71.61	71.46
10735415	364.22	343.82	324.98	163.5	228.75	245.72
10735424	191.03	202.22	195.2	217.98	184.73	220.76
10735429	875.16	857.18	838.82	816.11	862.07	871.76
10735434	208.15	214.25	226.03	194.44	213.3	212.97
10735436	202.89	198.35	204.82	137.33	168.32	168.56
10735443	66.19	56.34	62.07	65.02	65.13	62.03
10735449	357.24	393.73	383.08	333.76	329.56	355.12
10735455	1035.56	1033.63	1056.3	1013.21	936.04	983.7
10735483	2449.38	2652.43	2451.93	2846.16	2642.52	2582.76
10735492	1229.54	1293.26	1200.32	1384.36	1260.52	1301.63
10735518	1389.26	1466.34	1417.86	1470.81	1381.1	1376.51
10735576	53.29	51.8	53.53	56.92	49.43	59.63
10735578	8376.32	7826.22	7206.09	2835.72	5565.9	5593.75
10735600	493.52	321.18	441.42	144.11	216.23	255.27
10735615	353.57	371.2	372.89	293.07	293.4	299.91
10735633	751.58	702.29	725.12	717.21	702.21	700.69
10735647	95.8	111.09	108.04	79.82	105.9	109.84
10735662	3493.85	3199.65	3523.52	2605.78	2974.23	3134.67
10735669	388.35	341.32	352.69	260.72	321.13	338.74
10735677	120.13	123.01	124.28	107.41	114.86	123.57
10735699	135.47	127.69	131.45	139.08	124.63	133.89
10735718	76.21	79.32	84.66	75	77.04	76.87
10735727	78.91	139.07	138.06	232.52	211.08	191.1
10735729	24.69	94.75	98.51	153.41	136.24	128.6
10735731	61.3	48.31	46.9	111.1	74.69	93.53
10735733	291.27	296.88	342.83	1403.68	958.53	1073.72
10735735	212.13	254.96	238.31	1102.07	659.72	758.97
10735737	82.88	86.05	81.18	492.57	271.93	261.98
10735742	154.54	122.06	113.43	911.47	453.87	505.35
10735744	89.46	136.8	109.84	229.31	190.76	158.46
10735747	37.24	29.89	27.43	81.23	47.76	53.02
